p	128	2048
a	85	10	30
a	85	18	88
a	85	36	57
a	85	64	63
a	85	81	82
a	85	101	26
a	86	0	51
a	86	9	58
a	86	18	81
a	86	32	1
a	86	34	28
a	86	64	62
a	87	68	57
a	88	0	3
a	88	1	29
a	88	2	24
a	88	5	8
a	88	8	51
a	88	10	9
a	88	12	46
a	88	16	35
a	88	25	12
a	88	32	34
a	88	40	1
a	88	64	92
a	88	66	17
a	88	68	22
a	88	72	33
a	88	80	40
a	88	81	24
a	88	100	90
a	89	3	14
a	89	4	49
a	89	5	14
a	89	9	30
a	89	18	41
a	89	24	60
a	89	64	33
a	89	84	73
a	90	0	42
a	90	2	62
a	90	4	9
a	90	7	31
a	90	12	19
a	90	18	41
a	90	19	67
a	90	20	100
a	90	32	17
a	90	33	84
a	90	64	71
a	90	78	70
a	90	94	48
a	90	104	70
a	90	124	80
a	91	0	65
a	91	4	49
a	91	6	51
a	91	69	89
a	92	0	6
a	92	33	64
a	92	40	99
a	92	44	82
a	92	64	22
a	93	76	24
a	94	8	20
a	94	16	79
a	94	30	36
a	94	73	46
a	96	0	74
a	96	1	32
a	96	2	74
a	96	3	48
a	96	4	73
a	96	5	59
a	96	7	60
a	96	8	1
a	96	10	27
a	96	16	25
a	96	22	54
a	96	24	64
a	96	32	39
a	96	33	11
a	96	34	64
a	96	35	75
a	96	36	65
a	96	40	4
a	96	42	34
a	96	50	2
a	96	51	98
a	96	64	90
a	96	65	32
a	96	66	29
a	96	67	10
a	96	68	43
a	96	69	62
a	96	72	76
a	96	80	57
a	96	81	68
a	96	82	40
a	96	83	44
a	96	94	91
a	96	97	52
a	96	100	2
a	96	108	26
a	96	114	80
a	96	116	6
a	97	0	10
a	97	2	22
a	97	3	67
a	97	4	50
a	97	5	30
a	97	6	83
a	97	8	88
a	97	9	55
a	97	11	35
a	97	16	82
a	97	18	11
a	97	20	29
a	97	32	62
a	97	33	96
a	97	34	51
a	97	35	53
a	97	42	62
a	97	64	16
a	97	65	4
a	98	0	14
a	98	1	2
a	98	2	52
a	98	4	41
a	98	16	61
a	98	20	33
a	98	32	14
a	98	33	97
a	98	34	24
a	98	38	79
a	98	40	30
a	98	42	20
a	98	49	94
a	98	64	34
a	98	68	45
a	98	72	28
a	98	80	90
a	98	82	41
a	98	84	53
a	98	96	49
a	98	116	6
a	99	0	91
a	99	3	40
a	99	4	89
a	99	7	43
a	99	8	76
a	99	10	99
a	99	16	32
a	99	50	38
a	99	64	11
a	99	68	97
a	99	69	60
a	99	72	48
a	99	74	83
a	99	84	30
a	100	0	60
a	100	2	89
a	100	4	71
a	100	6	51
a	100	17	98
a	100	64	89
a	100	80	43
a	100	98	42
a	101	0	1
a	101	2	97
a	101	9	82
a	101	25	14
a	101	33	4
a	101	51	68
a	101	80	13
a	101	89	55
a	102	0	40
a	102	4	61
a	102	64	1
a	102	65	35
a	103	0	64
a	103	98	73
a	104	0	20
a	104	2	43
a	104	4	66
a	104	10	92
a	104	19	28
a	104	22	56
a	104	26	9
a	104	36	36
a	104	40	16
a	104	50	24
a	104	56	33
a	104	64	13
a	104	70	3
a	104	80	65
a	104	82	19
a	104	96	62
a	105	2	74
a	105	8	12
a	105	17	98
a	105	72	72
a	106	0	29
a	106	16	57
a	106	26	1
a	106	32	45
a	106	38	17
a	106	46	63
a	106	67	54
a	106	114	44
a	107	2	61
a	108	0	70
a	108	64	53
a	108	72	55
a	108	96	78
a	108	106	60
a	108	114	17
a	108	118	87
a	112	0	51
a	112	2	29
a	112	3	72
a	112	8	80
a	112	10	65
a	112	16	44
a	112	17	54
a	112	20	48
a	112	24	40
a	112	32	19
a	112	36	72
a	112	38	32
a	112	42	30
a	112	50	86
a	112	53	29
a	112	56	6
a	112	64	48
a	112	66	19
a	112	96	84
a	112	98	93
a	112	100	69
a	112	118	58
a	113	0	83
a	113	1	94
a	113	4	61
a	113	5	29
a	113	6	63
a	113	32	99
a	113	38	19
a	113	98	83
a	113	103	49
a	114	1	20
a	114	2	18
a	114	4	100
a	114	17	89
a	114	32	17
a	114	48	99
a	114	51	100
a	114	52	17
a	114	64	35
a	114	74	86
a	114	80	85
a	114	100	57
a	114	120	63
a	115	1	49
a	115	2	82
a	115	18	40
a	115	32	5
a	115	35	5
a	115	67	54
a	115	72	69
a	115	96	18
a	116	0	66
a	116	32	80
a	116	34	90
a	116	48	51
a	116	49	55
a	116	64	44
a	116	66	21
a	117	0	18
a	117	32	14
a	117	37	74
a	118	2	98
a	118	38	79
a	118	73	93
a	118	98	37
a	119	0	52
a	119	69	29
a	120	2	69
a	120	3	35
a	120	8	55
a	120	34	69
a	120	39	9
a	121	35	55
a	121	42	25
a	122	0	22
a	122	1	46
a	122	4	11
a	122	10	20
a	122	32	1
a	123	72	30
a	126	36	71
