p	512	8192
a	19	225	32
a	19	256	62
a	19	257	85
a	19	448	97
a	20	0	38
a	20	1	68
a	20	2	58
a	20	3	61
a	20	7	24
a	20	8	76
a	20	9	38
a	20	10	27
a	20	11	12
a	20	16	75
a	20	25	45
a	20	26	58
a	20	33	16
a	20	43	50
a	20	64	44
a	20	66	34
a	20	68	11
a	20	80	74
a	20	147	43
a	20	152	56
a	20	195	48
a	20	203	34
a	20	256	63
a	20	257	62
a	20	259	9
a	20	260	92
a	20	264	9
a	20	266	44
a	20	268	11
a	20	272	50
a	20	276	43
a	20	280	72
a	20	282	13
a	20	288	74
a	20	292	37
a	20	294	39
a	20	295	46
a	20	320	96
a	20	324	22
a	20	328	29
a	20	331	71
a	20	332	67
a	20	336	48
a	20	385	64
a	20	408	9
a	20	425	59
a	20	450	50
a	20	452	28
a	21	0	10
a	21	1	66
a	21	2	17
a	21	16	21
a	21	64	58
a	21	82	76
a	21	257	69
a	21	258	71
a	21	260	53
a	21	264	87
a	21	271	80
a	21	282	13
a	21	295	11
a	21	304	6
a	21	324	67
a	22	0	26
a	22	1	43
a	22	2	73
a	22	7	88
a	22	11	65
a	22	17	93
a	22	24	18
a	22	25	55
a	22	32	20
a	22	54	82
a	22	65	27
a	22	80	49
a	22	88	31
a	22	108	44
a	22	130	85
a	22	136	6
a	22	146	60
a	22	161	18
a	22	269	7
a	22	271	95
a	22	273	17
a	22	305	4
a	22	320	97
a	22	348	55
a	22	369	54
a	22	385	34
a	22	401	81
a	22	428	17
a	23	1	16
a	23	32	3
a	23	154	47
a	23	289	70
a	23	320	19
a	23	330	73
a	23	357	58
a	24	0	99
a	24	1	43
a	24	2	4
a	24	3	7
a	24	4	70
a	24	5	32
a	24	6	79
a	24	8	58
a	24	9	32
a	24	16	100
a	24	17	61
a	24	25	66
a	24	26	58
a	24	27	23
a	24	32	72
a	24	33	1
a	24	42	20
a	24	45	78
a	24	48	46
a	24	64	99
a	24	65	39
a	24	74	57
a	24	80	61
a	24	81	43
a	24	84	48
a	24	121	69
a	24	128	61
a	24	129	100
a	24	133	92
a	24	137	14
a	24	144	39
a	24	146	48
a	24	156	65
a	24	160	32
a	24	210	64
a	24	256	38
a	24	257	93
a	24	258	1
a	24	259	14
a	24	260	25
a	24	264	98
a	24	266	30
a	24	272	10
a	24	273	52
a	24	275	81
a	24	279	85
a	24	282	39
a	24	288	16
a	24	290	19
a	24	299	19
a	24	305	89
a	24	306	33
a	24	309	96
a	24	320	1
a	24	321	34
a	24	323	64
a	24	325	46
a	24	328	8
a	24	353	37
a	24	358	37
a	24	370	78
a	24	377	45
a	24	384	64
a	24	399	23
a	24	400	73
a	24	427	78
a	24	432	28
a	24	469	32
a	25	0	57
a	25	5	62
a	25	6	30
a	25	9	50
a	25	10	61
a	25	32	35
a	25	65	40
a	25	71	38
a	25	72	83
a	25	82	46
a	25	130	5
a	25	144	81
a	25	200	29
a	25	208	79
a	25	256	77
a	25	257	56
a	25	258	74
a	25	259	10
a	25	264	40
a	25	265	69
a	25	320	33
a	25	331	88
a	25	386	24
a	25	393	42
a	25	465	66
a	26	0	14
a	26	1	33
a	26	2	59
a	26	8	84
a	26	9	11
a	26	16	97
a	26	17	55
a	26	18	55
a	26	22	92
a	26	24	64
a	26	56	92
a	26	64	50
a	26	75	45
a	26	128	18
a	26	160	97
a	26	256	4
a	26	257	10
a	26	260	82
a	26	261	51
a	26	263	39
a	26	265	83
a	26	272	61
a	26	274	42
a	26	276	17
a	26	291	75
a	26	320	59
a	26	321	8
a	26	324	82
a	26	325	51
a	26	336	86
a	26	402	76
a	27	8	97
a	27	16	26
a	27	25	53
a	27	26	29
a	27	32	79
a	27	193	84
a	27	259	38
a	27	272	85
a	27	290	45
a	27	296	3
a	27	320	7
a	28	0	28
a	28	2	50
a	28	9	46
a	28	16	10
a	28	32	44
a	28	39	16
a	28	75	84
a	28	139	71
a	28	145	79
a	28	256	21
a	28	257	43
a	28	263	66
a	28	265	6
a	28	273	33
a	28	274	94
a	28	276	33
a	28	278	95
a	28	345	14
a	28	347	27
a	28	386	30
a	28	416	14
a	29	0	76
a	29	2	25
a	29	3	89
a	29	261	28
a	29	270	22
a	29	344	65
a	29	386	100
a	30	6	10
a	30	8	57
a	30	275	39
a	30	312	44
a	30	326	36
a	30	384	51
a	30	385	44
a	30	390	28
a	31	0	11
a	31	16	23
a	32	0	14
a	32	1	68
a	32	2	75
a	32	3	95
a	32	4	55
a	32	5	91
a	32	6	77
a	32	7	98
a	32	8	97
a	32	9	51
a	32	10	70
a	32	11	99
a	32	13	29
a	32	16	69
a	32	18	4
a	32	19	42
a	32	24	91
a	32	25	60
a	32	26	85
a	32	33	89
a	32	34	13
a	32	40	35
a	32	41	28
a	32	42	13
a	32	43	20
a	32	44	79
a	32	45	87
a	32	46	35
a	32	48	27
a	32	49	21
a	32	51	2
a	32	56	65
a	32	57	78
a	32	58	88
a	32	64	49
a	32	65	65
a	32	66	2
a	32	68	77
a	32	69	58
a	32	72	20
a	32	73	21
a	32	75	4
a	32	80	67
a	32	82	23
a	32	83	93
a	32	96	58
a	32	98	79
a	32	99	94
a	32	104	35
a	32	105	15
a	32	119	54
a	32	125	9
a	32	128	6
a	32	129	34
a	32	130	21
a	32	131	71
a	32	136	65
a	32	140	43
a	32	146	49
a	32	148	92
a	32	160	45
a	32	161	81
a	32	162	6
a	32	179	42
a	32	193	61
a	32	224	3
a	32	241	37
a	32	256	48
a	32	257	57
a	32	258	4
a	32	259	69
a	32	260	39
a	32	261	70
a	32	262	29
a	32	264	84
a	32	265	53
a	32	266	6
a	32	268	90
a	32	269	45
a	32	272	6
a	32	273	47
a	32	274	54
a	32	275	85
a	32	276	24
a	32	279	6
a	32	287	2
a	32	288	9
a	32	289	22
a	32	290	32
a	32	292	93
a	32	293	46
a	32	295	68
a	32	296	25
a	32	298	71
a	32	299	50
a	32	300	22
a	32	302	82
a	32	304	83
a	32	306	33
a	32	307	10
a	32	312	77
a	32	320	91
a	32	321	70
a	32	322	28
a	32	323	88
a	32	325	65
a	32	330	12
a	32	335	40
a	32	337	9
a	32	345	68
a	32	360	89
a	32	361	77
a	32	369	13
a	32	384	40
a	32	385	22
a	32	386	92
a	32	392	98
a	32	393	10
a	32	394	94
a	32	402	18
a	32	408	79
a	32	409	4
a	32	424	3
a	32	432	86
a	32	433	86
a	32	440	31
a	32	449	42
a	33	0	10
a	33	1	67
a	33	2	14
a	33	10	31
a	33	11	37
a	33	14	4
a	33	16	66
a	33	24	2
a	33	26	89
a	33	34	82
a	33	36	66
a	33	37	72
a	33	40	50
a	33	41	99
a	33	44	1
a	33	45	72
a	33	58	39
a	33	63	58
a	33	64	53
a	33	66	71
a	33	100	19
a	33	106	18
a	33	130	75
a	33	137	22
a	33	161	14
a	33	178	3
a	33	256	48
a	33	257	72
a	33	258	86
a	33	262	33
a	33	263	43
a	33	264	39
a	33	267	100
a	33	271	6
a	33	277	8
a	33	289	51
a	33	296	91
a	33	297	66
a	33	305	2
a	33	312	84
a	33	320	27
a	33	328	38
a	33	352	12
a	33	363	11
a	33	368	30
a	33	376	86
a	33	384	73
a	33	385	72
a	33	386	59
a	33	387	42
a	33	400	6
a	33	433	34
a	33	448	31
a	34	0	90
a	34	1	85
a	34	2	84
a	34	4	64
a	34	5	4
a	34	8	19
a	34	9	27
a	34	10	24
a	34	13	54
a	34	16	25
a	34	17	100
a	34	19	94
a	34	20	96
a	34	24	70
a	34	25	7
a	34	32	54
a	34	33	49
a	34	35	39
a	34	41	12
a	34	43	79
a	34	47	70
a	34	48	13
a	34	50	37
a	34	64	12
a	34	65	38
a	34	72	39
a	34	90	8
a	34	97	35
a	34	98	64
a	34	104	27
a	34	128	39
a	34	129	62
a	34	133	21
a	34	136	71
a	34	138	49
a	34	168	19
a	34	169	17
a	34	256	67
a	34	257	78
a	34	258	4
a	34	261	28
a	34	262	37
a	34	264	37
a	34	265	54
a	34	268	69
a	34	272	59
a	34	273	9
a	34	276	89
a	34	278	55
a	34	280	60
a	34	282	27
a	34	288	11
a	34	289	35
a	34	290	94
a	34	293	91
a	34	297	8
a	34	312	9
a	34	320	100
a	34	321	13
a	34	324	99
a	34	328	26
a	34	330	76
a	34	349	8
a	34	353	38
a	34	354	8
a	34	356	69
a	34	357	95
a	34	364	31
a	34	376	83
a	34	385	64
a	34	408	92
a	34	416	81
a	34	417	85
a	34	458	16
a	35	1	71
a	35	9	78
a	35	20	29
a	35	32	29
a	35	40	29
a	35	48	8
a	35	64	6
a	35	66	90
a	35	241	48
a	35	257	25
a	35	264	88
a	35	268	9
a	35	273	67
a	35	290	46
a	35	292	73
a	35	305	59
a	35	416	62
a	35	450	77
a	36	0	62
a	36	1	95
a	36	2	95
a	36	4	26
a	36	7	36
a	36	9	24
a	36	13	17
a	36	16	49
a	36	18	43
a	36	20	43
a	36	21	66
a	36	32	26
a	36	38	7
a	36	39	1
a	36	42	33
a	36	49	60
a	36	56	80
a	36	64	53
a	36	72	97
a	36	88	70
a	36	96	12
a	36	136	29
a	36	137	39
a	36	144	51
a	36	161	59
a	36	168	70
a	36	256	96
a	36	257	70
a	36	258	24
a	36	260	29
a	36	261	75
a	36	264	98
a	36	265	81
a	36	269	59
a	36	274	79
a	36	277	10
a	36	282	3
a	36	288	56
a	36	291	16
a	36	294	55
a	36	301	75
a	36	302	96
a	36	320	22
a	36	321	56
a	36	322	31
a	36	328	45
a	36	352	67
a	36	384	30
a	36	385	97
a	36	392	97
a	36	423	75
a	36	457	21
a	36	481	65
a	37	0	12
a	37	1	77
a	37	14	91
a	37	18	74
a	37	33	77
a	37	40	63
a	37	97	40
a	37	113	72
a	37	152	61
a	37	160	20
a	37	169	58
a	37	261	27
a	37	264	26
a	37	288	1
a	37	394	94
a	38	0	33
a	38	3	88
a	38	5	74
a	38	8	62
a	38	33	59
a	38	34	66
a	38	37	83
a	38	48	4
a	38	60	13
a	38	68	36
a	38	80	62
a	38	106	47
a	38	135	94
a	38	256	85
a	38	257	86
a	38	259	52
a	38	264	51
a	38	270	19
a	38	272	81
a	38	288	40
a	38	289	71
a	38	293	20
a	38	297	22
a	38	304	64
a	38	308	18
a	38	321	52
a	38	322	74
a	39	20	81
a	39	136	79
a	39	256	48
a	39	265	32
a	39	300	26
a	39	324	36
a	40	0	21
a	40	1	50
a	40	2	86
a	40	3	85
a	40	4	90
a	40	5	94
a	40	8	54
a	40	9	29
a	40	10	37
a	40	16	49
a	40	18	35
a	40	32	17
a	40	33	64
a	40	34	79
a	40	36	3
a	40	42	5
a	40	48	39
a	40	50	83
a	40	52	62
a	40	55	16
a	40	64	18
a	40	67	48
a	40	72	66
a	40	80	13
a	40	81	1
a	40	97	92
a	40	99	60
a	40	128	87
a	40	129	70
a	40	136	68
a	40	193	6
a	40	256	38
a	40	257	62
a	40	258	16
a	40	259	40
a	40	260	71
a	40	265	31
a	40	268	65
a	40	272	38
a	40	273	43
a	40	274	89
a	40	275	8
a	40	288	53
a	40	289	83
a	40	290	39
a	40	292	32
a	40	293	66
a	40	296	78
a	40	299	32
a	40	304	59
a	40	305	17
a	40	320	17
a	40	324	9
a	40	332	81
a	40	347	55
a	40	362	99
a	40	379	17
a	40	398	74
a	40	416	17
a	40	418	37
a	40	419	24
a	40	432	33
a	40	452	14
a	40	455	20
a	41	0	92
a	41	1	53
a	41	3	98
a	41	8	75
a	41	16	6
a	41	19	31
a	41	32	37
a	41	48	34
a	41	65	67
a	41	90	28
a	41	194	59
a	41	256	15
a	41	274	38
a	41	288	20
a	41	322	45
a	41	328	15
a	41	416	65
a	42	0	66
a	42	1	1
a	42	10	16
a	42	24	90
a	42	32	90
a	42	33	49
a	42	34	98
a	42	40	16
a	42	67	33
a	42	81	77
a	42	96	18
a	42	98	33
a	42	104	52
a	42	128	14
a	42	256	86
a	42	257	31
a	42	258	56
a	42	260	6
a	42	262	59
a	42	264	58
a	42	266	24
a	42	274	81
a	42	281	71
a	42	288	92
a	42	289	75
a	42	296	40
a	42	305	71
a	42	314	80
a	42	317	8
a	42	320	97
a	42	321	8
a	42	336	79
a	42	354	35
a	42	393	38
a	42	412	27
a	43	0	48
a	43	3	70
a	43	8	90
a	43	68	91
a	43	256	53
a	43	264	92
a	43	265	97
a	43	275	90
a	43	288	78
a	43	297	4
a	43	320	18
a	44	0	88
a	44	6	10
a	44	8	29
a	44	9	6
a	44	16	51
a	44	33	52
a	44	34	73
a	44	50	16
a	44	67	78
a	44	128	92
a	44	132	64
a	44	160	20
a	44	179	77
a	44	256	73
a	44	257	62
a	44	265	24
a	44	272	73
a	44	288	57
a	44	289	11
a	44	290	56
a	44	298	64
a	44	304	27
a	44	354	45
a	44	371	28
a	44	385	42
a	44	389	57
a	44	437	51
a	44	457	28
a	45	2	49
a	45	32	31
a	45	37	34
a	45	136	22
a	45	276	34
a	45	362	30
a	46	4	57
a	46	9	8
a	46	16	89
a	46	74	11
a	46	128	97
a	46	271	68
a	46	272	63
a	46	276	98
a	46	280	16
a	46	288	84
a	46	289	30
a	46	419	87
a	47	9	37
a	47	16	43
a	48	0	9
a	48	10	24
a	48	11	17
a	48	40	11
a	48	42	13
a	48	96	65
a	48	139	100
a	48	256	33
a	48	259	35
a	48	264	35
a	48	266	91
a	48	271	89
a	48	282	58
a	48	288	55
a	48	298	44
a	48	299	71
a	48	321	51
a	48	323	2
a	48	328	67
a	48	339	82
a	48	400	8
a	49	0	52
a	49	32	12
a	49	40	83
a	49	82	86
a	49	257	18
a	49	258	1
a	49	293	86
a	50	0	66
a	50	5	43
a	50	16	85
a	50	32	27
a	50	34	37
a	50	48	8
a	50	73	85
a	50	265	27
a	50	291	95
a	50	311	20
a	50	407	14
a	50	459	23
a	51	1	9
a	51	8	96
a	51	357	35
a	52	8	70
a	52	9	55
a	52	33	34
a	52	38	36
a	52	90	87
a	52	129	21
a	52	256	43
a	52	261	99
a	52	272	38
a	52	274	79
a	52	296	11
a	52	352	31
a	52	377	52
a	52	418	94
a	52	422	1
a	52	448	66
a	53	263	75
a	53	288	85
a	54	7	92
a	54	9	55
a	54	32	22
a	54	400	98
a	55	256	48
a	56	4	27
a	56	8	92
a	56	10	69
a	56	38	8
a	56	48	31
a	56	58	32
a	56	73	22
a	56	128	60
a	56	167	19
a	56	176	18
a	56	256	42
a	56	257	81
a	56	480	6
a	57	0	48
a	57	4	74
a	57	256	44
a	58	16	70
a	58	105	47
a	59	65	15
a	60	0	83
a	60	2	57
a	60	3	14
a	60	21	57
a	60	38	71
a	60	290	67
a	62	17	39
a	62	65	62
a	62	392	71
a	64	0	22
a	64	1	98
a	64	2	18
a	64	3	20
a	64	4	36
a	64	5	95
a	64	6	65
a	64	7	38
a	64	8	20
a	64	9	43
a	64	10	16
a	64	11	85
a	64	14	92
a	64	16	85
a	64	17	96
a	64	18	28
a	64	20	72
a	64	22	76
a	64	24	99
a	64	25	38
a	64	26	11
a	64	27	77
a	64	29	96
a	64	32	21
a	64	33	26
a	64	34	31
a	64	40	61
a	64	41	55
a	64	42	77
a	64	45	91
a	64	49	7
a	64	52	79
a	64	56	54
a	64	65	33
a	64	66	77
a	64	67	13
a	64	68	79
a	64	69	22
a	64	70	45
a	64	72	74
a	64	73	44
a	64	74	52
a	64	75	24
a	64	79	6
a	64	80	76
a	64	82	87
a	64	87	60
a	64	89	34
a	64	95	88
a	64	96	45
a	64	112	35
a	64	122	96
a	64	128	94
a	64	129	100
a	64	130	70
a	64	131	36
a	64	132	98
a	64	133	6
a	64	135	79
a	64	136	90
a	64	137	7
a	64	138	81
a	64	139	30
a	64	143	98
a	64	144	84
a	64	145	61
a	64	146	41
a	64	147	51
a	64	152	100
a	64	153	27
a	64	154	10
a	64	155	3
a	64	160	63
a	64	161	75
a	64	164	62
a	64	168	29
a	64	179	78
a	64	192	72
a	64	194	84
a	64	195	48
a	64	208	66
a	64	217	78
a	64	256	76
a	64	257	99
a	64	258	71
a	64	259	84
a	64	260	88
a	64	261	61
a	64	262	30
a	64	263	27
a	64	264	6
a	64	265	56
a	64	266	85
a	64	267	23
a	64	268	84
a	64	271	76
a	64	272	39
a	64	273	92
a	64	274	96
a	64	280	1
a	64	281	28
a	64	282	92
a	64	283	32
a	64	284	5
a	64	286	65
a	64	288	72
a	64	289	33
a	64	290	35
a	64	292	11
a	64	293	52
a	64	294	50
a	64	296	9
a	64	298	12
a	64	299	10
a	64	303	100
a	64	304	35
a	64	311	75
a	64	312	29
a	64	314	76
a	64	320	20
a	64	321	41
a	64	322	66
a	64	323	88
a	64	324	36
a	64	325	48
a	64	326	63
a	64	328	53
a	64	331	46
a	64	332	71
a	64	334	24
a	64	336	16
a	64	337	72
a	64	342	62
a	64	352	3
a	64	354	19
a	64	360	86
a	64	369	67
a	64	371	91
a	64	384	95
a	64	385	79
a	64	386	1
a	64	387	7
a	64	392	80
a	64	393	46
a	64	394	28
a	64	398	95
a	64	400	40
a	64	401	63
a	64	402	45
a	64	404	3
a	64	406	24
a	64	407	96
a	64	408	12
a	64	409	7
a	64	410	59
a	64	416	54
a	64	417	11
a	64	419	47
a	64	426	92
a	64	448	100
a	64	450	65
a	64	455	32
a	64	464	59
a	64	480	44
a	64	482	50
a	65	0	74
a	65	1	47
a	65	2	35
a	65	3	76
a	65	4	92
a	65	6	90
a	65	8	58
a	65	9	87
a	65	10	49
a	65	11	28
a	65	16	14
a	65	17	45
a	65	18	36
a	65	20	48
a	65	21	52
a	65	24	70
a	65	27	70
a	65	32	61
a	65	34	25
a	65	39	82
a	65	41	54
a	65	58	4
a	65	64	79
a	65	67	34
a	65	70	86
a	65	72	27
a	65	73	21
a	65	74	95
a	65	76	12
a	65	80	1
a	65	89	72
a	65	128	53
a	65	133	23
a	65	136	95
a	65	138	7
a	65	148	33
a	65	149	83
a	65	152	15
a	65	153	7
a	65	160	17
a	65	195	54
a	65	256	90
a	65	257	58
a	65	258	20
a	65	259	49
a	65	260	96
a	65	262	45
a	65	264	44
a	65	265	62
a	65	266	18
a	65	267	8
a	65	272	19
a	65	273	23
a	65	274	63
a	65	278	15
a	65	280	90
a	65	281	55
a	65	284	52
a	65	288	82
a	65	298	4
a	65	304	4
a	65	321	12
a	65	322	52
a	65	324	6
a	65	326	61
a	65	329	48
a	65	330	8
a	65	331	37
a	65	339	24
a	65	384	18
a	65	392	3
a	65	393	20
a	65	400	34
a	65	401	64
a	65	408	46
a	66	0	72
a	66	1	2
a	66	2	75
a	66	3	91
a	66	4	81
a	66	5	76
a	66	6	65
a	66	8	29
a	66	10	23
a	66	12	15
a	66	14	64
a	66	16	45
a	66	17	94
a	66	18	32
a	66	24	100
a	66	25	14
a	66	26	21
a	66	27	32
a	66	29	75
a	66	32	21
a	66	33	25
a	66	34	68
a	66	35	58
a	66	36	70
a	66	40	16
a	66	41	55
a	66	48	2
a	66	57	66
a	66	64	67
a	66	65	30
a	66	68	81
a	66	72	37
a	66	76	49
a	66	81	11
a	66	86	31
a	66	96	13
a	66	99	33
a	66	105	74
a	66	128	72
a	66	129	67
a	66	130	51
a	66	131	44
a	66	133	83
a	66	134	22
a	66	136	6
a	66	137	24
a	66	138	71
a	66	144	70
a	66	145	12
a	66	152	72
a	66	161	93
a	66	165	91
a	66	168	2
a	66	195	23
a	66	200	49
a	66	256	18
a	66	257	26
a	66	258	33
a	66	259	57
a	66	260	83
a	66	261	43
a	66	264	80
a	66	265	76
a	66	266	48
a	66	268	59
a	66	270	72
a	66	272	62
a	66	273	44
a	66	278	99
a	66	280	49
a	66	282	49
a	66	284	23
a	66	285	58
a	66	286	75
a	66	288	19
a	66	289	41
a	66	291	2
a	66	295	71
a	66	297	37
a	66	304	30
a	66	305	64
a	66	320	44
a	66	323	59
a	66	328	77
a	66	329	78
a	66	332	36
a	66	336	81
a	66	339	32
a	66	340	52
a	66	352	64
a	66	384	25
a	66	385	90
a	66	392	6
a	66	400	94
a	66	401	58
a	66	402	18
a	66	449	75
a	66	459	33
a	66	464	85
a	66	484	87
a	67	0	23
a	67	1	98
a	67	3	70
a	67	4	89
a	67	5	24
a	67	8	21
a	67	9	93
a	67	10	39
a	67	12	31
a	67	16	45
a	67	17	5
a	67	19	29
a	67	32	61
a	67	33	20
a	67	64	85
a	67	73	40
a	67	128	100
a	67	129	86
a	67	136	81
a	67	148	15
a	67	200	73
a	67	256	34
a	67	257	99
a	67	258	92
a	67	260	34
a	67	264	74
a	67	274	67
a	67	289	80
a	67	296	28
a	67	320	90
a	67	384	40
a	67	448	55
a	68	0	93
a	68	1	43
a	68	2	52
a	68	3	48
a	68	4	62
a	68	5	44
a	68	8	41
a	68	9	59
a	68	10	88
a	68	11	18
a	68	12	52
a	68	16	27
a	68	17	52
a	68	18	21
a	68	22	67
a	68	29	79
a	68	33	29
a	68	40	46
a	68	41	82
a	68	48	28
a	68	51	61
a	68	64	81
a	68	65	63
a	68	67	69
a	68	73	43
a	68	74	26
a	68	75	51
a	68	76	53
a	68	80	11
a	68	81	88
a	68	93	14
a	68	96	100
a	68	101	9
a	68	104	46
a	68	128	42
a	68	129	40
a	68	130	39
a	68	131	22
a	68	132	23
a	68	137	50
a	68	139	82
a	68	140	62
a	68	144	26
a	68	160	73
a	68	192	8
a	68	193	81
a	68	209	88
a	68	224	99
a	68	256	40
a	68	257	90
a	68	258	88
a	68	259	58
a	68	260	21
a	68	261	91
a	68	262	17
a	68	264	8
a	68	266	95
a	68	268	20
a	68	273	21
a	68	274	18
a	68	275	78
a	68	277	85
a	68	280	53
a	68	286	17
a	68	288	52
a	68	294	94
a	68	296	98
a	68	304	62
a	68	320	23
a	68	321	81
a	68	322	83
a	68	324	72
a	68	327	64
a	68	337	9
a	68	339	43
a	68	345	43
a	68	357	2
a	68	362	21
a	68	384	21
a	68	388	48
a	68	389	13
a	68	392	59
a	68	394	35
a	68	396	14
a	68	404	48
a	68	408	30
a	68	448	17
a	68	452	6
a	69	0	32
a	69	1	58
a	69	2	34
a	69	4	78
a	69	6	79
a	69	10	26
a	69	11	55
a	69	12	71
a	69	24	42
a	69	32	78
a	69	34	74
a	69	39	70
a	69	64	43
a	69	80	99
a	69	128	84
a	69	256	88
a	69	259	30
a	69	260	32
a	69	261	59
a	69	267	68
a	69	289	92
a	69	306	6
a	69	330	23
a	69	334	45
a	69	355	12
a	69	396	25
a	70	0	99
a	70	1	63
a	70	2	34
a	70	4	84
a	70	5	2
a	70	6	95
a	70	8	73
a	70	9	75
a	70	16	75
a	70	17	58
a	70	20	94
a	70	33	36
a	70	41	1
a	70	64	5
a	70	67	13
a	70	80	88
a	70	129	31
a	70	132	75
a	70	144	54
a	70	145	99
a	70	175	79
a	70	192	39
a	70	256	88
a	70	257	61
a	70	258	94
a	70	260	37
a	70	261	8
a	70	264	86
a	70	265	68
a	70	266	54
a	70	268	46
a	70	269	92
a	70	272	91
a	70	273	94
a	70	274	99
a	70	280	84
a	70	281	1
a	70	284	86
a	70	320	15
a	70	325	3
a	70	330	70
a	70	384	78
a	70	392	93
a	70	400	21
a	70	409	63
a	70	416	68
a	71	12	47
a	71	84	75
a	71	86	65
a	71	256	14
a	71	258	4
a	71	265	89
a	71	266	4
a	71	304	68
a	71	305	27
a	71	313	65
a	71	352	7
a	72	0	62
a	72	1	2
a	72	2	59
a	72	3	20
a	72	4	44
a	72	7	62
a	72	8	65
a	72	9	61
a	72	10	23
a	72	11	24
a	72	15	46
a	72	16	62
a	72	17	95
a	72	18	33
a	72	19	10
a	72	21	79
a	72	24	45
a	72	26	10
a	72	32	39
a	72	33	97
a	72	34	48
a	72	36	99
a	72	37	27
a	72	40	76
a	72	42	46
a	72	43	74
a	72	44	56
a	72	48	51
a	72	55	32
a	72	64	74
a	72	65	41
a	72	66	31
a	72	67	46
a	72	73	20
a	72	80	7
a	72	90	97
a	72	96	23
a	72	105	60
a	72	117	10
a	72	128	91
a	72	130	89
a	72	138	85
a	72	139	98
a	72	140	49
a	72	160	79
a	72	162	47
a	72	192	24
a	72	193	36
a	72	208	56
a	72	209	77
a	72	217	61
a	72	256	10
a	72	257	8
a	72	258	6
a	72	259	28
a	72	260	31
a	72	261	88
a	72	263	70
a	72	264	74
a	72	265	28
a	72	266	22
a	72	268	73
a	72	272	87
a	72	274	62
a	72	275	85
a	72	276	40
a	72	280	92
a	72	282	33
a	72	283	42
a	72	288	81
a	72	289	33
a	72	290	2
a	72	291	52
a	72	292	52
a	72	296	56
a	72	297	86
a	72	298	38
a	72	304	89
a	72	305	45
a	72	320	71
a	72	321	70
a	72	322	80
a	72	323	38
a	72	324	36
a	72	331	52
a	72	337	47
a	72	354	30
a	72	370	40
a	72	384	47
a	72	385	27
a	72	386	62
a	72	387	35
a	72	388	75
a	72	391	81
a	72	392	33
a	72	394	72
a	72	398	28
a	72	425	1
a	72	428	93
a	72	448	86
a	72	456	58
a	72	457	76
a	72	475	96
a	73	0	86
a	73	1	70
a	73	2	91
a	73	3	12
a	73	4	76
a	73	5	7
a	73	8	4
a	73	10	33
a	73	12	58
a	73	16	64
a	73	18	41
a	73	34	12
a	73	48	53
a	73	51	25
a	73	64	14
a	73	65	17
a	73	67	41
a	73	80	24
a	73	81	74
a	73	128	24
a	73	129	51
a	73	146	67
a	73	256	25
a	73	257	73
a	73	258	97
a	73	259	19
a	73	265	100
a	73	267	70
a	73	272	30
a	73	289	3
a	73	291	77
a	73	322	69
a	73	323	34
a	73	336	48
a	73	360	97
a	73	385	78
a	73	413	80
a	74	0	67
a	74	1	43
a	74	2	52
a	74	3	67
a	74	6	46
a	74	8	71
a	74	10	98
a	74	11	98
a	74	12	11
a	74	16	11
a	74	17	69
a	74	18	15
a	74	20	7
a	74	21	37
a	74	24	45
a	74	25	49
a	74	26	45
a	74	49	85
a	74	56	37
a	74	65	80
a	74	66	89
a	74	67	32
a	74	80	67
a	74	128	93
a	74	129	16
a	74	130	93
a	74	145	15
a	74	153	80
a	74	256	57
a	74	257	22
a	74	258	14
a	74	259	46
a	74	260	5
a	74	264	7
a	74	265	94
a	74	270	78
a	74	272	39
a	74	273	79
a	74	288	32
a	74	289	94
a	74	296	37
a	74	317	19
a	74	320	35
a	74	338	42
a	74	352	43
a	74	384	67
a	74	448	59
a	74	449	85
a	75	0	2
a	75	1	50
a	75	3	84
a	75	5	66
a	75	8	63
a	75	16	85
a	75	26	75
a	75	32	25
a	75	64	41
a	75	96	43
a	75	144	98
a	75	256	54
a	75	257	87
a	75	258	87
a	75	259	60
a	75	278	38
a	75	331	46
a	75	385	6
a	75	400	19
a	76	0	37
a	76	1	31
a	76	2	68
a	76	3	62
a	76	8	15
a	76	9	36
a	76	12	97
a	76	20	61
a	76	23	41
a	76	24	33
a	76	32	44
a	76	33	47
a	76	38	99
a	76	42	65
a	76	65	50
a	76	66	6
a	76	67	3
a	76	98	20
a	76	128	44
a	76	130	5
a	76	161	29
a	76	195	99
a	76	197	59
a	76	256	81
a	76	257	29
a	76	258	22
a	76	264	99
a	76	269	76
a	76	273	76
a	76	289	94
a	76	292	31
a	76	304	88
a	76	306	26
a	76	320	63
a	76	322	34
a	76	337	88
a	76	385	23
a	76	416	47
a	76	448	49
a	77	0	60
a	77	6	2
a	77	7	40
a	77	8	45
a	77	16	77
a	77	32	22
a	77	74	7
a	77	76	32
a	77	145	27
a	77	160	43
a	77	217	97
a	77	256	51
a	77	257	10
a	77	268	56
a	77	273	86
a	77	276	53
a	77	320	26
a	77	326	41
a	77	348	67
a	77	363	35
a	77	386	35
a	77	400	31
a	78	0	20
a	78	2	79
a	78	6	87
a	78	18	67
a	78	29	71
a	78	35	37
a	78	52	26
a	78	65	67
a	78	67	19
a	78	129	24
a	78	133	77
a	78	205	47
a	78	256	17
a	78	257	41
a	78	272	30
a	78	288	36
a	78	292	7
a	78	301	85
a	78	321	38
a	78	328	74
a	78	336	26
