p	2048	32768
a	40	1	88
a	40	2	2
a	40	3	35
a	40	4	71
a	40	5	61
a	40	6	22
a	40	7	74
a	40	8	65
a	40	9	93
a	40	10	47
a	40	11	15
a	40	12	10
a	40	14	12
a	40	16	14
a	40	17	92
a	40	18	57
a	40	19	13
a	40	20	46
a	40	22	40
a	40	26	63
a	40	28	100
a	40	32	57
a	40	33	85
a	40	34	31
a	40	35	58
a	40	36	59
a	40	38	50
a	40	39	6
a	40	42	68
a	40	48	51
a	40	64	80
a	40	67	54
a	40	68	23
a	40	69	97
a	40	76	93
a	40	80	28
a	40	81	64
a	40	83	12
a	40	85	25
a	40	96	55
a	40	99	92
a	40	100	93
a	40	115	45
a	40	120	91
a	40	128	33
a	40	131	20
a	40	132	84
a	40	133	86
a	40	136	89
a	40	139	64
a	40	142	68
a	40	144	96
a	40	149	78
a	40	160	53
a	40	164	49
a	40	165	37
a	40	174	75
a	40	190	99
a	40	192	60
a	40	200	99
a	40	208	42
a	40	210	20
a	40	256	27
a	40	257	84
a	40	258	26
a	40	259	50
a	40	260	99
a	40	262	42
a	40	263	63
a	40	264	16
a	40	266	81
a	40	271	98
a	40	272	88
a	40	276	15
a	40	279	53
a	40	288	30
a	40	292	85
a	40	320	83
a	40	328	40
a	40	329	50
a	40	335	45
a	40	352	46
a	40	353	21
a	40	370	36
a	40	388	25
a	40	416	95
a	40	512	62
a	40	514	79
a	40	516	65
a	40	520	32
a	40	522	28
a	40	524	53
a	40	525	86
a	40	532	67
a	40	545	9
a	40	548	53
a	40	572	61
a	40	573	25
a	40	578	24
a	40	586	56
a	40	596	55
a	40	640	6
a	40	768	62
a	40	769	29
a	40	782	66
a	40	792	52
a	40	834	11
a	40	869	66
a	40	1024	91
a	40	1025	15
a	40	1026	22
a	40	1027	17
a	40	1028	8
a	40	1029	70
a	40	1030	94
a	40	1031	57
a	40	1032	56
a	40	1033	56
a	40	1034	25
a	40	1036	46
a	40	1037	25
a	40	1038	59
a	40	1040	66
a	40	1041	58
a	40	1043	33
a	40	1044	89
a	40	1047	86
a	40	1056	28
a	40	1057	52
a	40	1059	76
a	40	1060	90
a	40	1062	65
a	40	1064	44
a	40	1066	95
a	40	1068	84
a	40	1071	90
a	40	1077	98
a	40	1080	72
a	40	1084	39
a	40	1089	1
a	40	1091	56
a	40	1092	66
a	40	1093	96
a	40	1096	87
a	40	1097	32
a	40	1098	40
a	40	1100	98
a	40	1101	77
a	40	1104	64
a	40	1120	55
a	40	1121	4
a	40	1124	62
a	40	1137	6
a	40	1138	14
a	40	1152	70
a	40	1156	52
a	40	1158	54
a	40	1160	96
a	40	1162	90
a	40	1164	46
a	40	1176	77
a	40	1189	89
a	40	1191	100
a	40	1194	18
a	40	1216	73
a	40	1220	6
a	40	1280	31
a	40	1281	87
a	40	1282	51
a	40	1284	39
a	40	1285	73
a	40	1287	81
a	40	1293	88
a	40	1300	2
a	40	1312	56
a	40	1318	100
a	40	1321	22
a	40	1324	86
a	40	1338	95
a	40	1365	73
a	40	1389	12
a	40	1412	24
a	40	1428	33
a	40	1536	86
a	40	1537	21
a	40	1541	92
a	40	1542	16
a	40	1552	97
a	40	1554	94
a	40	1568	43
a	40	1603	49
a	40	1604	15
a	40	1605	43
a	40	1632	11
a	40	1635	6
a	40	1637	51
a	40	1665	27
a	40	1667	80
a	40	1805	19
a	40	1808	33
a	40	1866	45
a	40	1898	42
a	40	1940	65
a	40	1998	43
a	41	0	2
a	41	1	3
a	41	2	64
a	41	4	31
a	41	5	12
a	41	6	38
a	41	8	28
a	41	9	41
a	41	10	73
a	41	16	39
a	41	20	11
a	41	21	83
a	41	24	69
a	41	25	46
a	41	32	64
a	41	34	35
a	41	36	72
a	41	38	94
a	41	42	23
a	41	58	79
a	41	64	8
a	41	65	51
a	41	66	8
a	41	67	52
a	41	68	33
a	41	76	60
a	41	97	29
a	41	98	75
a	41	100	97
a	41	102	36
a	41	109	83
a	41	116	11
a	41	129	54
a	41	144	87
a	41	168	79
a	41	180	57
a	41	200	26
a	41	229	83
a	41	256	89
a	41	258	97
a	41	259	27
a	41	260	85
a	41	270	66
a	41	289	54
a	41	294	43
a	41	300	26
a	41	309	91
a	41	324	2
a	41	330	85
a	41	345	30
a	41	512	4
a	41	516	18
a	41	521	92
a	41	525	76
a	41	576	58
a	41	579	96
a	41	640	24
a	41	642	42
a	41	644	39
a	41	768	67
a	41	801	7
a	41	1024	33
a	41	1025	75
a	41	1026	93
a	41	1027	78
a	41	1028	88
a	41	1030	61
a	41	1032	62
a	41	1034	75
a	41	1038	74
a	41	1044	86
a	41	1048	40
a	41	1056	25
a	41	1058	30
a	41	1060	29
a	41	1061	33
a	41	1064	90
a	41	1071	78
a	41	1089	19
a	41	1092	84
a	41	1095	97
a	41	1096	70
a	41	1100	85
a	41	1122	79
a	41	1152	36
a	41	1154	18
a	41	1156	52
a	41	1158	81
a	41	1162	39
a	41	1218	62
a	41	1250	30
a	41	1280	96
a	41	1281	38
a	41	1282	10
a	41	1284	42
a	41	1285	53
a	41	1292	7
a	41	1312	53
a	41	1348	66
a	41	1362	30
a	41	1412	68
a	41	1536	85
a	41	1540	43
a	41	1545	27
a	41	1546	96
a	41	1553	48
a	41	1578	62
a	41	1580	61
a	41	1600	19
a	41	1632	74
a	41	1664	21
a	41	1669	52
a	41	1672	51
a	41	1682	83
a	41	1745	56
a	41	1792	52
a	41	1860	76
a	41	1984	37
a	42	0	74
a	42	1	17
a	42	2	59
a	42	3	69
a	42	4	15
a	42	5	53
a	42	8	75
a	42	9	70
a	42	10	30
a	42	32	70
a	42	33	92
a	42	36	35
a	42	37	85
a	42	38	81
a	42	45	97
a	42	49	59
a	42	64	64
a	42	68	66
a	42	72	7
a	42	73	29
a	42	74	92
a	42	84	13
a	42	97	26
a	42	101	49
a	42	128	22
a	42	132	65
a	42	134	95
a	42	149	11
a	42	160	7
a	42	200	23
a	42	256	67
a	42	260	86
a	42	261	52
a	42	264	41
a	42	272	8
a	42	305	58
a	42	321	100
a	42	329	31
a	42	512	25
a	42	513	78
a	42	517	37
a	42	530	49
a	42	768	47
a	42	1024	37
a	42	1025	8
a	42	1026	6
a	42	1028	81
a	42	1029	97
a	42	1032	5
a	42	1037	17
a	42	1038	67
a	42	1040	4
a	42	1052	79
a	42	1053	3
a	42	1056	98
a	42	1057	31
a	42	1058	56
a	42	1060	100
a	42	1063	54
a	42	1088	48
a	42	1089	92
a	42	1106	53
a	42	1124	58
a	42	1152	12
a	42	1156	66
a	42	1280	9
a	42	1281	77
a	42	1286	33
a	42	1290	63
a	42	1300	30
a	42	1351	89
a	42	1536	92
a	42	1537	73
a	42	1544	78
a	42	1572	68
a	42	1604	35
a	42	1637	23
a	43	0	67
a	43	1	96
a	43	2	93
a	43	4	3
a	43	5	28
a	43	8	91
a	43	18	86
a	43	20	15
a	43	32	13
a	43	58	80
a	43	64	12
a	43	69	45
a	43	128	25
a	43	196	56
a	43	256	94
a	43	257	1
a	43	297	69
a	43	320	53
a	43	384	96
a	43	512	12
a	43	513	24
a	43	520	6
a	43	544	79
a	43	576	46
a	43	1024	81
a	43	1025	91
a	43	1026	70
a	43	1028	68
a	43	1029	97
a	43	1032	20
a	43	1036	89
a	43	1037	16
a	43	1052	26
a	43	1060	12
a	43	1092	74
a	43	1124	76
a	43	1129	67
a	43	1154	4
a	43	1155	29
a	43	1156	24
a	43	1160	60
a	43	1256	39
a	43	1280	9
a	43	1304	91
a	43	1313	56
a	43	1538	72
a	43	1539	59
a	43	1544	52
a	43	1585	73
a	43	1812	46
a	44	0	4
a	44	1	99
a	44	3	84
a	44	4	37
a	44	10	23
a	44	16	23
a	44	32	58
a	44	35	10
a	44	41	92
a	44	66	96
a	44	69	2
a	44	77	47
a	44	100	68
a	44	129	40
a	44	134	52
a	44	150	50
a	44	167	56
a	44	256	93
a	44	262	53
a	44	264	1
a	44	278	35
a	44	288	63
a	44	290	68
a	44	328	72
a	44	352	36
a	44	512	12
a	44	513	32
a	44	516	15
a	44	544	5
a	44	657	99
a	44	769	31
a	44	808	92
a	44	1024	74
a	44	1025	53
a	44	1026	99
a	44	1029	87
a	44	1030	37
a	44	1032	65
a	44	1036	63
a	44	1040	87
a	44	1043	4
a	44	1044	87
a	44	1056	72
a	44	1058	96
a	44	1063	83
a	44	1088	15
a	44	1090	12
a	44	1096	93
a	44	1121	88
a	44	1156	39
a	44	1162	59
a	44	1280	87
a	44	1281	48
a	44	1324	54
a	44	1344	61
a	44	1412	58
a	44	1414	36
a	44	1416	75
a	44	1540	43
a	44	1542	69
a	44	1552	31
a	44	1577	57
a	44	1602	48
a	44	1856	1
a	45	0	98
a	45	1	16
a	45	2	6
a	45	3	15
a	45	4	73
a	45	6	12
a	45	12	77
a	45	24	13
a	45	32	44
a	45	44	12
a	45	66	44
a	45	70	87
a	45	134	27
a	45	144	89
a	45	211	16
a	45	256	78
a	45	264	45
a	45	290	44
a	45	352	81
a	45	642	74
a	45	1024	27
a	45	1025	18
a	45	1026	66
a	45	1027	6
a	45	1056	10
a	45	1058	95
a	45	1060	67
a	45	1090	25
a	45	1092	86
a	45	1142	46
a	45	1282	100
a	45	1284	74
a	45	1285	66
a	45	1344	78
a	45	1377	57
a	45	1466	50
a	45	1540	28
a	45	1543	99
a	45	1588	44
a	46	0	77
a	46	1	79
a	46	4	62
a	46	11	39
a	46	33	86
a	46	36	34
a	46	68	47
a	46	99	70
a	46	168	72
a	46	187	63
a	46	257	58
a	46	513	31
a	46	1030	81
a	46	1044	4
a	46	1050	76
a	46	1157	16
a	46	1280	16
a	46	1308	24
a	46	1312	38
a	46	1316	1
a	46	1605	19
a	47	0	29
a	47	10	46
a	47	68	31
a	47	128	2
a	47	516	60
a	47	544	81
a	47	769	24
a	47	1065	3
a	47	1314	42
a	48	0	32
a	48	1	80
a	48	3	22
a	48	4	38
a	48	5	11
a	48	6	94
a	48	8	63
a	48	9	54
a	48	10	3
a	48	11	24
a	48	12	57
a	48	13	7
a	48	16	80
a	48	17	8
a	48	19	33
a	48	21	27
a	48	24	78
a	48	25	79
a	48	27	7
a	48	29	69
a	48	32	51
a	48	33	29
a	48	34	24
a	48	36	28
a	48	38	5
a	48	44	89
a	48	45	34
a	48	46	96
a	48	47	75
a	48	51	34
a	48	56	16
a	48	63	33
a	48	64	46
a	48	65	72
a	48	66	81
a	48	68	12
a	48	69	14
a	48	71	72
a	48	73	26
a	48	76	47
a	48	79	39
a	48	80	92
a	48	85	13
a	48	89	4
a	48	91	53
a	48	92	98
a	48	96	65
a	48	101	21
a	48	107	46
a	48	108	91
a	48	128	92
a	48	130	2
a	48	134	62
a	48	136	54
a	48	154	20
a	48	165	31
a	48	173	71
a	48	212	89
a	48	256	41
a	48	257	44
a	48	258	70
a	48	259	32
a	48	265	77
a	48	268	99
a	48	272	73
a	48	278	42
a	48	281	45
a	48	288	17
a	48	292	39
a	48	320	20
a	48	324	96
a	48	332	47
a	48	336	65
a	48	356	58
a	48	385	73
a	48	406	6
a	48	512	75
a	48	513	7
a	48	514	50
a	48	517	21
a	48	520	26
a	48	529	60
a	48	532	42
a	48	544	2
a	48	548	51
a	48	577	34
a	48	585	30
a	48	645	35
a	48	668	24
a	48	768	88
a	48	800	56
a	48	802	42
a	48	834	49
a	48	901	87
a	48	1024	84
a	48	1025	15
a	48	1026	13
a	48	1027	48
a	48	1028	63
a	48	1030	33
a	48	1031	42
a	48	1032	69
a	48	1033	64
a	48	1034	40
a	48	1035	31
a	48	1036	80
a	48	1037	65
a	48	1039	66
a	48	1040	21
a	48	1041	28
a	48	1042	3
a	48	1043	75
a	48	1044	4
a	48	1048	30
a	48	1050	50
a	48	1051	81
a	48	1056	78
a	48	1057	43
a	48	1060	83
a	48	1061	75
a	48	1062	40
a	48	1063	74
a	48	1065	30
a	48	1067	17
a	48	1069	48
a	48	1072	80
a	48	1076	66
a	48	1079	65
a	48	1081	35
a	48	1088	87
a	48	1092	43
a	48	1095	37
a	48	1098	55
a	48	1104	40
a	48	1108	63
a	48	1109	49
a	48	1116	12
a	48	1126	48
a	48	1143	36
a	48	1154	90
a	48	1156	87
a	48	1160	73
a	48	1189	13
a	48	1230	76
a	48	1249	27
a	48	1275	80
a	48	1280	67
a	48	1281	11
a	48	1289	51
a	48	1292	46
a	48	1294	82
a	48	1295	100
a	48	1327	31
a	48	1328	43
a	48	1330	76
a	48	1352	62
a	48	1353	51
a	48	1361	86
a	48	1368	37
a	48	1480	18
a	48	1537	65
a	48	1540	23
a	48	1544	44
a	48	1545	28
a	48	1548	99
a	48	1550	73
a	48	1556	33
a	48	1577	15
a	48	1600	51
a	48	1617	60
a	48	1664	27
a	48	1666	21
a	48	1792	13
a	48	1806	74
a	48	1833	76
a	49	0	26
a	49	2	42
a	49	3	95
a	49	4	34
a	49	5	25
a	49	8	98
a	49	10	59
a	49	12	4
a	49	13	4
a	49	14	73
a	49	15	23
a	49	20	62
a	49	24	64
a	49	32	58
a	49	34	96
a	49	35	45
a	49	36	81
a	49	38	36
a	49	42	23
a	49	62	55
a	49	64	7
a	49	65	4
a	49	72	60
a	49	75	21
a	49	87	21
a	49	96	58
a	49	108	78
a	49	120	33
a	49	129	24
a	49	132	59
a	49	138	14
a	49	144	27
a	49	148	8
a	49	152	95
a	49	156	27
a	49	201	19
a	49	224	50
a	49	244	60
a	49	256	49
a	49	258	33
a	49	262	61
a	49	263	7
a	49	264	81
a	49	272	47
a	49	276	35
a	49	320	53
a	49	333	21
a	49	356	14
a	49	515	75
a	49	518	45
a	49	527	61
a	49	528	87
a	49	536	96
a	49	540	19
a	49	544	12
a	49	545	16
a	49	553	27
a	49	576	40
a	49	678	3
a	49	866	11
a	49	1024	93
a	49	1028	29
a	49	1029	34
a	49	1030	47
a	49	1032	15
a	49	1033	33
a	49	1035	100
a	49	1036	77
a	49	1038	11
a	49	1040	23
a	49	1042	74
a	49	1050	60
a	49	1056	87
a	49	1057	75
a	49	1060	87
a	49	1065	47
a	49	1066	51
a	49	1070	32
a	49	1072	26
a	49	1074	39
a	49	1078	30
a	49	1080	50
a	49	1095	43
a	49	1096	41
a	49	1104	49
a	49	1112	77
a	49	1130	63
a	49	1152	77
a	49	1154	6
a	49	1156	5
a	49	1160	74
a	49	1168	73
a	49	1236	19
a	49	1240	47
a	49	1254	90
a	49	1273	83
a	49	1282	85
a	49	1285	64
a	49	1316	38
a	49	1326	52
a	49	1340	22
a	49	1358	29
a	49	1426	8
a	49	1536	17
a	49	1554	77
a	49	1569	83
a	49	1584	79
a	49	1666	72
a	49	1852	85
a	50	0	75
a	50	1	63
a	50	2	28
a	50	3	28
a	50	4	12
a	50	8	14
a	50	9	44
a	50	12	18
a	50	16	88
a	50	17	99
a	50	22	9
a	50	28	76
a	50	34	25
a	50	41	1
a	50	49	18
a	50	64	86
a	50	65	17
a	50	68	94
a	50	72	96
a	50	94	33
a	50	96	100
a	50	136	72
a	50	168	53
a	50	257	33
a	50	260	32
a	50	261	80
a	50	268	46
a	50	288	3
a	50	320	1
a	50	384	34
a	50	392	16
a	50	524	100
a	50	525	46
a	50	561	36
a	50	673	58
a	50	808	89
a	50	1024	92
a	50	1025	54
a	50	1026	77
a	50	1027	41
a	50	1028	17
a	50	1032	89
a	50	1033	56
a	50	1035	100
a	50	1036	72
a	50	1038	90
a	50	1040	42
a	50	1042	75
a	50	1044	59
a	50	1056	10
a	50	1057	85
a	50	1058	24
a	50	1059	49
a	50	1061	67
a	50	1092	40
a	50	1103	16
a	50	1120	1
a	50	1135	6
a	50	1164	24
a	50	1285	85
a	50	1320	3
a	50	1321	63
a	50	1345	35
a	50	1350	25
a	50	1360	22
a	50	1364	1
a	50	1421	17
a	50	1442	11
a	50	1537	81
a	50	1561	14
a	50	1572	47
a	50	1604	60
a	50	1800	9
a	50	1873	93
a	51	0	33
a	51	4	15
a	51	8	14
a	51	9	90
a	51	20	94
a	51	24	57
a	51	56	78
a	51	128	22
a	51	144	55
a	51	148	92
a	51	200	51
a	51	205	92
a	51	266	96
a	51	268	5
a	51	280	89
a	51	281	86
a	51	292	74
a	51	328	51
a	51	330	23
a	51	512	16
a	51	517	42
a	51	524	10
a	51	553	97
a	51	768	37
a	51	790	96
a	51	1024	40
a	51	1028	34
a	51	1036	16
a	51	1040	20
a	51	1056	39
a	51	1058	55
a	51	1068	23
a	51	1100	96
a	51	1113	11
a	51	1133	23
a	51	1318	85
a	51	1336	50
a	51	1361	5
a	51	1538	88
a	51	1540	33
a	51	1552	53
a	51	1557	24
a	52	0	14
a	52	1	84
a	52	5	34
a	52	8	66
a	52	11	31
a	52	16	8
a	52	28	22
a	52	32	42
a	52	40	99
a	52	41	11
a	52	49	72
a	52	64	77
a	52	65	80
a	52	67	73
a	52	128	64
a	52	132	67
a	52	133	9
a	52	256	46
a	52	274	49
a	52	302	40
a	52	320	98
a	52	328	74
a	52	424	14
a	52	514	15
a	52	526	68
a	52	550	63
a	52	578	73
a	52	579	45
a	52	800	27
a	52	1024	100
a	52	1025	36
a	52	1026	81
a	52	1027	43
a	52	1028	54
a	52	1029	18
a	52	1033	22
a	52	1050	42
a	52	1054	79
a	52	1056	4
a	52	1058	46
a	52	1075	30
a	52	1088	69
a	52	1089	86
a	52	1122	34
a	52	1153	96
a	52	1157	94
a	52	1160	28
a	52	1175	25
a	52	1194	61
a	52	1227	1
a	52	1292	12
a	52	1293	17
a	52	1300	96
a	52	1328	99
a	52	1536	59
a	52	1540	35
a	52	1601	79
a	52	1644	43
a	52	1792	52
a	52	1801	39
a	53	4	9
a	53	6	35
a	53	8	64
a	53	18	5
a	53	24	8
a	53	42	13
a	53	64	39
a	53	72	94
a	53	73	56
a	53	129	28
a	53	160	65
a	53	256	25
a	53	277	84
a	53	291	82
a	53	1024	36
a	53	1025	55
a	53	1026	19
a	53	1042	1
a	53	1056	5
a	53	1078	61
a	53	1089	10
a	53	1154	9
a	53	1281	81
a	53	1288	90
a	53	1312	24
a	53	1536	2
a	54	0	74
a	54	8	60
a	54	16	93
a	54	24	23
a	54	36	35
a	54	40	39
a	54	45	32
a	54	53	66
a	54	72	4
a	54	80	11
a	54	198	14
a	54	296	40
a	54	305	13
a	54	327	97
a	54	645	56
a	54	657	35
a	54	1032	84
a	54	1037	21
a	54	1040	25
a	54	1049	46
a	54	1060	61
a	54	1105	6
a	54	1121	7
a	54	1280	53
a	54	1281	14
a	54	1537	31
a	54	1576	44
a	54	1593	70
a	55	1	79
a	55	10	1
a	55	36	38
a	55	52	7
a	55	193	48
a	55	300	85
a	55	1024	39
a	55	1025	97
a	55	1072	89
a	55	1098	59
a	55	1186	10
a	55	1288	8
a	55	1310	69
a	56	0	31
a	56	1	98
a	56	4	20
a	56	9	77
a	56	13	71
a	56	15	2
a	56	16	100
a	56	17	23
a	56	20	21
a	56	23	53
a	56	24	89
a	56	32	94
a	56	34	83
a	56	38	63
a	56	39	25
a	56	47	56
a	56	51	72
a	56	53	79
a	56	57	19
a	56	59	27
a	56	64	24
a	56	68	74
a	56	69	90
a	56	73	9
a	56	96	86
a	56	104	83
a	56	129	62
a	56	134	42
a	56	136	9
a	56	142	9
a	56	226	35
a	56	256	6
a	56	257	6
a	56	258	58
a	56	264	9
a	56	266	95
a	56	268	89
a	56	274	10
a	56	288	10
a	56	290	75
a	56	294	90
a	56	304	64
a	56	326	14
a	56	387	26
a	56	512	76
a	56	513	6
a	56	517	12
a	56	518	31
a	56	521	30
a	56	528	67
a	56	532	30
a	56	570	97
a	56	580	62
a	56	583	20
a	56	640	14
a	56	646	24
a	56	799	52
a	56	1024	87
a	56	1026	58
a	56	1027	15
a	56	1028	28
a	56	1030	4
a	56	1032	97
a	56	1034	8
a	56	1036	55
a	56	1040	64
a	56	1044	63
a	56	1048	18
a	56	1056	81
a	56	1061	40
a	56	1062	39
a	56	1065	15
a	56	1075	70
a	56	1086	86
a	56	1088	90
a	56	1092	2
a	56	1100	39
a	56	1126	78
a	56	1156	63
a	56	1160	86
a	56	1201	64
a	56	1284	24
a	56	1293	77
a	56	1304	88
a	56	1311	12
a	56	1312	80
a	56	1313	65
a	56	1329	69
a	56	1344	46
a	56	1347	13
a	56	1597	52
a	57	0	80
a	57	1	13
a	57	2	23
a	57	5	7
a	57	6	38
a	57	10	42
a	57	14	47
a	57	17	41
a	57	20	59
a	57	34	78
a	57	36	4
a	57	38	13
a	57	41	20
a	57	56	84
a	57	64	83
a	57	73	25
a	57	99	26
a	57	128	15
a	57	212	26
a	57	257	50
a	57	274	38
a	57	448	75
a	57	514	66
a	57	516	73
a	57	518	56
a	57	532	28
a	57	540	6
a	57	646	9
a	57	915	93
a	57	1024	80
a	57	1027	23
a	57	1028	58
a	57	1040	4
a	57	1046	27
a	57	1048	77
a	57	1054	93
a	57	1056	37
a	57	1062	76
a	57	1064	38
a	57	1088	77
a	57	1090	85
a	57	1106	65
a	57	1122	26
a	57	1316	77
a	57	1606	45
a	58	0	29
a	58	3	15
a	58	4	63
a	58	6	25
a	58	12	49
a	58	14	86
a	58	28	25
a	58	36	46
a	58	64	13
a	58	68	9
a	58	257	66
a	58	282	14
a	58	329	32
a	58	1025	30
a	58	1026	71
a	58	1036	52
a	58	1056	43
a	58	1088	44
a	58	1091	50
a	58	1093	12
a	58	1120	90
a	58	1136	92
a	58	1168	3
a	58	1348	49
a	58	1360	43
a	58	1545	35
a	58	1592	1
a	58	1664	53
a	58	1801	92
a	58	1862	50
a	59	0	67
a	59	5	16
a	59	68	19
a	59	80	74
a	59	128	16
a	59	1027	19
a	59	1032	40
a	59	1305	42
a	59	1600	63
a	60	0	11
a	60	2	5
a	60	3	29
a	60	4	7
a	60	6	98
a	60	17	72
a	60	38	36
a	60	68	27
a	60	69	45
a	60	70	34
a	60	128	100
a	60	137	45
a	60	259	47
a	60	544	87
a	60	768	7
a	60	1024	72
a	60	1025	61
a	60	1027	78
a	60	1032	69
a	60	1043	50
a	60	1057	47
a	60	1060	6
a	60	1088	33
a	60	1103	31
a	60	1138	33
a	60	1170	73
a	60	1332	85
a	60	1536	35
a	60	1539	17
a	60	1553	88
a	61	9	26
a	61	34	62
a	61	66	4
a	61	258	19
a	61	516	43
a	61	1027	86
a	61	1032	71
a	61	1045	23
a	61	1079	25
a	61	1096	4
a	61	1296	9
a	61	1569	29
a	61	1904	83
a	62	4	27
a	62	461	18
a	62	1172	28
a	62	1316	14
a	63	0	89
a	63	1	34
a	63	4	54
a	63	1024	100
a	63	1090	32
a	64	0	6
a	64	1	11
a	64	2	81
a	64	3	44
a	64	4	73
a	64	5	59
a	64	7	6
a	64	8	37
a	64	9	19
a	64	10	85
a	64	12	18
a	64	13	100
a	64	14	42
a	64	15	40
a	64	16	93
a	64	17	25
a	64	19	50
a	64	21	53
a	64	26	7
a	64	32	20
a	64	33	55
a	64	34	52
a	64	35	49
a	64	36	52
a	64	37	85
a	64	38	55
a	64	40	86
a	64	41	26
a	64	44	35
a	64	45	61
a	64	48	24
a	64	56	86
a	64	59	58
a	64	65	76
a	64	66	83
a	64	67	31
a	64	68	84
a	64	69	90
a	64	70	27
a	64	71	83
a	64	72	48
a	64	73	52
a	64	96	50
a	64	104	14
a	64	129	45
a	64	130	27
a	64	137	89
a	64	138	85
a	64	141	11
a	64	157	94
a	64	160	47
a	64	161	9
a	64	163	4
a	64	176	72
a	64	194	22
a	64	204	7
a	64	226	99
a	64	234	100
a	64	256	41
a	64	257	15
a	64	259	41
a	64	260	98
a	64	261	97
a	64	265	30
a	64	266	28
a	64	267	96
a	64	269	76
a	64	270	5
a	64	273	21
a	64	274	21
a	64	292	34
a	64	297	26
a	64	320	85
a	64	325	36
a	64	334	66
a	64	352	24
a	64	356	76
a	64	358	20
a	64	512	41
a	64	514	66
a	64	516	53
a	64	517	43
a	64	524	26
a	64	527	60
a	64	545	47
a	64	546	100
a	64	548	90
a	64	554	57
a	64	556	36
a	64	570	62
a	64	584	52
a	64	588	100
a	64	590	99
a	64	591	78
a	64	593	15
a	64	608	74
a	64	648	24
a	64	684	95
a	64	772	82
a	64	776	95
a	64	793	49
a	64	800	88
a	64	818	85
a	64	841	33
a	64	933	69
a	64	1024	82
a	64	1025	95
a	64	1026	69
a	64	1027	3
a	64	1028	100
a	64	1029	91
a	64	1032	100
a	64	1034	32
a	64	1035	83
a	64	1036	2
a	64	1037	13
a	64	1039	53
a	64	1044	61
a	64	1045	5
a	64	1048	31
a	64	1056	33
a	64	1057	29
a	64	1058	71
a	64	1060	17
a	64	1062	34
a	64	1064	20
a	64	1065	34
a	64	1066	75
a	64	1068	17
a	64	1070	26
a	64	1080	35
a	64	1088	88
a	64	1089	71
a	64	1092	36
a	64	1093	98
a	64	1096	67
a	64	1099	61
a	64	1104	60
a	64	1112	47
a	64	1118	47
a	64	1120	3
a	64	1124	98
a	64	1137	46
a	64	1152	90
a	64	1161	97
a	64	1164	34
a	64	1166	21
a	64	1186	31
a	64	1188	30
a	64	1194	22
a	64	1195	55
a	64	1198	26
a	64	1221	78
a	64	1224	21
a	64	1280	99
a	64	1283	85
a	64	1284	41
a	64	1285	60
a	64	1286	10
a	64	1288	17
a	64	1289	100
a	64	1290	68
a	64	1292	86
a	64	1294	87
a	64	1296	32
a	64	1313	56
a	64	1314	91
a	64	1324	63
a	64	1344	49
a	64	1353	4
a	64	1356	15
a	64	1358	68
a	64	1380	96
a	64	1408	18
a	64	1417	9
a	64	1421	77
a	64	1449	52
a	64	1472	5
a	64	1480	42
a	64	1536	28
a	64	1537	57
a	64	1538	63
a	64	1546	24
a	64	1551	85
a	64	1553	54
a	64	1562	19
a	64	1569	54
a	64	1570	77
a	64	1576	25
a	64	1581	42
a	64	1601	100
a	64	1604	96
a	64	1667	21
a	64	1669	29
a	64	1729	2
a	64	1824	51
a	65	0	83
a	65	2	84
a	65	4	51
a	65	5	26
a	65	6	8
a	65	7	10
a	65	8	76
a	65	9	33
a	65	10	70
a	65	14	13
a	65	15	90
a	65	19	37
a	65	28	92
a	65	31	34
a	65	32	36
a	65	33	38
a	65	34	59
a	65	36	76
a	65	37	97
a	65	40	43
a	65	43	66
a	65	48	30
a	65	64	34
a	65	68	89
a	65	70	66
a	65	72	91
a	65	76	90
a	65	78	3
a	65	134	55
a	65	136	46
a	65	138	1
a	65	160	89
a	65	197	85
a	65	200	100
a	65	209	26
a	65	210	100
a	65	256	6
a	65	260	64
a	65	261	16
a	65	266	30
a	65	269	91
a	65	272	77
a	65	300	56
a	65	324	18
a	65	384	38
a	65	416	24
a	65	427	97
a	65	452	82
a	65	512	31
a	65	514	30
a	65	516	88
a	65	522	11
a	65	526	9
a	65	529	26
a	65	536	89
a	65	545	33
a	65	546	47
a	65	552	74
a	65	578	1
a	65	707	72
a	65	748	66
a	65	804	18
a	65	1024	46
a	65	1025	33
a	65	1026	38
a	65	1028	65
a	65	1029	32
a	65	1031	93
a	65	1032	69
a	65	1033	52
a	65	1034	45
a	65	1036	31
a	65	1041	34
a	65	1044	85
a	65	1046	79
a	65	1060	68
a	65	1064	65
a	65	1066	68
a	65	1068	64
a	65	1083	100
a	65	1088	10
a	65	1090	40
a	65	1091	14
a	65	1094	34
a	65	1097	72
a	65	1100	4
a	65	1121	49
a	65	1122	40
a	65	1154	97
a	65	1158	39
a	65	1161	54
a	65	1164	1
a	65	1171	43
a	65	1189	1
a	65	1200	17
a	65	1280	67
a	65	1284	49
a	65	1288	47
a	65	1292	17
a	65	1293	20
a	65	1296	78
a	65	1320	54
a	65	1340	50
a	65	1346	27
a	65	1350	9
a	65	1352	22
a	65	1376	59
a	65	1412	7
a	65	1417	6
a	65	1540	24
a	65	1604	57
a	65	1636	52
a	65	1681	39
a	65	1794	66
a	66	0	56
a	66	1	64
a	66	2	31
a	66	4	23
a	66	5	61
a	66	8	32
a	66	9	79
