p	256	4096
a	48	148	90
a	48	149	26
a	48	156	27
a	48	160	52
a	48	176	56
a	48	180	97
a	48	192	26
a	48	193	23
a	48	194	78
a	48	216	72
a	49	0	36
a	49	1	41
a	49	2	1
a	49	3	3
a	49	4	31
a	49	8	49
a	49	9	18
a	49	10	55
a	49	13	75
a	49	16	6
a	49	18	66
a	49	20	88
a	49	21	89
a	49	48	78
a	49	64	63
a	49	75	34
a	49	80	66
a	49	128	44
a	49	129	95
a	49	132	59
a	49	133	76
a	49	140	19
a	49	143	40
a	49	149	36
a	49	152	64
a	49	160	34
a	49	177	59
a	49	184	19
a	49	196	45
a	49	228	46
a	50	0	85
a	50	1	53
a	50	2	95
a	50	3	63
a	50	4	30
a	50	8	99
a	50	19	48
a	50	21	70
a	50	22	84
a	50	34	58
a	50	36	59
a	50	48	55
a	50	61	16
a	50	128	63
a	50	140	50
a	50	144	45
a	50	177	31
a	50	192	36
a	50	212	30
a	50	224	10
a	50	225	47
a	51	1	56
a	51	2	88
a	51	4	60
a	51	130	19
a	51	133	89
a	51	144	86
a	51	145	16
a	51	148	73
a	52	0	40
a	52	1	31
a	52	2	19
a	52	4	3
a	52	5	85
a	52	9	99
a	52	16	6
a	52	38	80
a	52	39	60
a	52	48	98
a	52	99	75
a	52	128	71
a	52	129	2
a	52	132	86
a	52	136	4
a	52	142	100
a	52	144	8
a	52	152	23
a	52	155	73
a	52	176	34
a	52	192	25
a	52	199	63
a	52	201	37
a	52	208	33
a	53	0	22
a	53	4	50
a	53	6	18
a	53	58	60
a	53	72	79
a	53	129	20
a	53	152	3
a	53	161	74
a	53	240	64
a	54	0	60
a	54	2	97
a	54	9	89
a	54	48	29
a	54	50	31
a	54	65	80
a	54	128	27
a	54	130	77
a	54	143	29
a	54	152	14
a	54	194	88
a	55	12	97
a	55	82	88
a	55	144	18
a	56	0	95
a	56	1	64
a	56	8	79
a	56	24	99
a	56	128	89
a	56	129	86
a	56	130	36
a	56	132	3
a	56	192	79
a	57	0	1
a	57	1	21
a	57	36	70
a	57	52	44
a	57	157	96
a	57	192	4
a	57	228	46
a	58	1	66
a	58	32	98
a	58	130	69
a	58	132	33
a	60	85	47
a	60	112	61
a	60	132	52
a	60	133	64
a	60	177	15
a	61	152	80
a	61	164	47
a	62	67	1
a	62	170	88
a	63	160	37
a	64	0	40
a	64	1	68
a	64	2	70
a	64	3	7
a	64	4	51
a	64	5	90
a	64	6	24
a	64	7	23
a	64	8	30
a	64	9	32
a	64	10	79
a	64	11	73
a	64	12	18
a	64	13	62
a	64	14	29
a	64	16	74
a	64	17	78
a	64	18	41
a	64	21	21
a	64	24	88
a	64	32	86
a	64	33	37
a	64	34	97
a	64	36	45
a	64	37	93
a	64	39	55
a	64	40	84
a	64	41	35
a	64	48	77
a	64	65	76
a	64	66	73
a	64	67	3
a	64	68	19
a	64	69	70
a	64	70	32
a	64	72	49
a	64	77	58
a	64	80	39
a	64	81	83
a	64	91	27
a	64	96	97
a	64	97	22
a	64	99	23
a	64	100	22
a	64	103	81
a	64	104	97
a	64	113	97
a	64	128	5
a	64	129	95
a	64	130	28
a	64	131	75
a	64	132	12
a	64	133	58
a	64	135	87
a	64	136	43
a	64	137	32
a	64	140	27
a	64	141	24
a	64	142	78
a	64	144	11
a	64	145	74
a	64	146	5
a	64	148	65
a	64	152	99
a	64	153	48
a	64	160	25
a	64	161	16
a	64	164	37
a	64	165	49
a	64	168	32
a	64	169	63
a	64	171	44
a	64	172	96
a	64	178	51
a	64	188	37
a	64	192	35
a	64	193	73
a	64	194	7
a	64	196	6
a	64	200	3
a	64	201	11
a	64	204	28
a	64	205	32
a	64	207	55
a	64	208	93
a	64	209	15
a	64	216	2
a	64	217	27
a	64	221	2
a	64	224	55
a	64	225	69
a	64	228	12
a	64	232	11
a	64	235	22
a	64	248	63
a	65	0	76
a	65	1	20
a	65	2	35
a	65	3	24
a	65	4	93
a	65	5	92
a	65	7	55
a	65	8	70
a	65	9	100
a	65	10	28
a	65	12	43
a	65	13	8
a	65	17	70
a	65	18	83
a	65	32	88
a	65	33	66
a	65	36	99
a	65	38	25
a	65	40	100
a	65	42	92
a	65	64	4
a	65	66	93
a	65	68	19
a	65	69	40
a	65	70	19
a	65	72	37
a	65	73	44
a	65	74	62
a	65	80	14
a	65	83	91
a	65	85	50
a	65	89	50
a	65	96	43
a	65	100	38
a	65	102	91
a	65	104	91
a	65	128	35
a	65	129	46
a	65	130	84
a	65	132	30
a	65	133	48
a	65	136	68
a	65	144	32
a	65	146	60
a	65	148	53
a	65	152	90
a	65	160	29
a	65	162	100
a	65	176	40
a	65	192	77
a	65	193	56
a	65	194	60
a	65	195	49
a	65	196	76
a	65	197	25
a	65	200	43
a	65	204	18
a	65	220	96
a	65	226	64
a	65	229	95
a	65	232	28
a	65	240	36
a	65	244	10
a	66	0	28
a	66	1	97
a	66	2	11
a	66	4	54
a	66	7	17
a	66	8	56
a	66	9	63
a	66	12	57
a	66	16	17
a	66	28	24
a	66	32	65
a	66	33	64
a	66	34	44
a	66	37	45
a	66	38	62
a	66	40	46
a	66	41	84
a	66	44	67
a	66	45	45
a	66	52	81
a	66	64	30
a	66	65	80
a	66	72	90
a	66	74	21
a	66	85	5
a	66	89	20
a	66	96	12
a	66	97	66
a	66	100	5
a	66	112	68
a	66	128	94
a	66	130	81
a	66	132	76
a	66	133	48
a	66	134	91
a	66	135	66
a	66	140	33
a	66	144	52
a	66	145	84
a	66	160	12
a	66	161	21
a	66	162	84
a	66	166	75
a	66	168	30
a	66	173	82
a	66	175	82
a	66	177	61
a	66	192	85
a	66	193	6
a	66	196	4
a	66	197	51
a	66	204	38
a	66	208	4
a	66	228	30
a	66	236	4
a	67	0	17
a	67	1	44
a	67	4	43
a	67	6	65
a	67	8	14
a	67	11	29
a	67	28	20
a	67	32	39
a	67	36	75
a	67	55	58
a	67	64	64
a	67	66	65
a	67	68	82
a	67	80	5
a	67	98	50
a	67	128	9
a	67	130	41
a	67	133	12
a	67	136	71
a	67	144	93
a	67	160	99
a	67	192	25
a	67	196	63
a	67	200	69
a	67	202	52
a	68	0	38
a	68	1	58
a	68	2	87
a	68	3	71
a	68	4	44
a	68	5	31
a	68	6	13
a	68	8	95
a	68	10	55
a	68	11	21
a	68	12	2
a	68	16	49
a	68	17	65
a	68	20	69
a	68	24	64
a	68	29	93
a	68	32	22
a	68	33	67
a	68	36	66
a	68	40	31
a	68	41	33
a	68	48	88
a	68	52	94
a	68	64	2
a	68	65	80
a	68	71	14
a	68	72	23
a	68	73	49
a	68	74	25
a	68	80	97
a	68	82	94
a	68	94	82
a	68	96	99
a	68	98	63
a	68	104	22
a	68	113	1
a	68	128	48
a	68	129	51
a	68	131	3
a	68	132	23
a	68	133	50
a	68	134	12
a	68	136	48
a	68	138	58
a	68	141	51
a	68	144	74
a	68	145	91
a	68	157	69
a	68	160	60
a	68	161	63
a	68	163	97
a	68	164	92
a	68	165	7
a	68	192	68
a	68	193	49
a	68	194	13
a	68	196	60
a	68	197	98
a	68	200	10
a	68	209	75
a	68	221	99
a	68	225	25
a	68	226	1
a	68	229	72
a	69	0	28
a	69	1	65
a	69	4	31
a	69	5	91
a	69	8	10
a	69	11	62
a	69	16	79
a	69	32	99
a	69	34	88
a	69	37	22
a	69	43	67
a	69	64	37
a	69	65	49
a	69	68	97
a	69	72	96
a	69	73	98
a	69	80	52
a	69	124	10
a	69	128	75
a	69	129	85
a	69	130	92
a	69	132	31
a	69	136	49
a	69	137	89
a	69	140	4
a	69	144	89
a	69	148	74
a	69	154	78
a	69	160	93
a	69	168	25
a	69	192	82
a	69	196	12
a	69	229	42
a	70	0	37
a	70	1	31
a	70	2	21
a	70	4	60
a	70	5	39
a	70	6	43
a	70	8	85
a	70	9	47
a	70	32	83
a	70	40	66
a	70	64	95
a	70	65	61
a	70	68	64
a	70	73	15
a	70	83	33
a	70	107	22
a	70	128	90
a	70	129	15
a	70	130	42
a	70	135	48
a	70	137	21
a	70	144	52
a	70	164	3
a	70	165	80
a	70	168	75
a	70	171	38
a	70	193	40
a	70	200	56
a	70	233	13
a	70	235	12
a	71	0	57
a	71	8	74
a	71	32	67
a	71	64	46
a	71	65	44
a	71	88	57
a	71	96	96
a	71	128	51
a	71	132	4
a	71	148	54
a	71	160	41
a	71	164	89
a	71	210	19
a	71	228	82
a	72	0	13
a	72	1	2
a	72	4	24
a	72	8	14
a	72	9	100
a	72	11	46
a	72	12	8
a	72	13	67
a	72	32	49
a	72	36	78
a	72	37	58
a	72	64	4
a	72	69	66
a	72	92	3
a	72	97	20
a	72	105	68
a	72	128	7
a	72	129	32
a	72	130	84
a	72	132	8
a	72	136	31
a	72	137	71
a	72	141	27
a	72	161	25
a	72	164	79
a	72	167	50
a	72	168	5
a	72	177	81
a	72	193	67
a	72	194	25
a	72	204	9
a	72	208	8
a	72	226	10
a	72	232	12
a	73	0	50
a	73	1	84
a	73	3	59
a	73	64	35
a	73	81	38
a	73	100	10
a	73	128	1
a	73	133	36
a	73	157	18
a	73	164	76
a	73	188	24
a	73	196	76
a	73	220	90
a	73	224	42
a	74	9	61
a	74	10	1
a	74	14	3
a	74	32	76
a	74	48	25
a	74	84	47
a	74	128	82
a	74	133	23
a	74	160	73
a	74	194	77
a	74	200	66
a	74	224	20
a	75	0	80
a	75	1	66
a	75	8	5
a	75	128	35
a	76	0	95
a	76	4	47
a	76	10	83
a	76	32	73
a	76	64	9
a	76	65	91
a	76	97	32
a	76	129	31
a	76	132	27
a	76	137	26
a	76	161	43
a	76	163	76
a	76	169	30
a	76	193	70
a	76	197	31
a	76	200	88
a	76	224	1
a	77	0	4
a	77	24	53
a	77	64	27
a	77	132	64
a	77	137	49
a	77	192	30
a	78	4	9
a	78	34	65
a	78	69	96
a	78	128	62
a	79	5	75
a	79	128	89
a	80	0	47
a	80	1	100
a	80	2	23
a	80	3	14
a	80	4	72
a	80	5	92
a	80	8	35
a	80	11	40
a	80	13	30
a	80	16	71
a	80	17	55
a	80	20	52
a	80	24	71
a	80	37	86
a	80	64	36
a	80	65	84
a	80	66	9
a	80	67	38
a	80	74	52
a	80	76	53
a	80	81	16
a	80	84	30
a	80	88	55
a	80	112	49
a	80	128	98
a	80	129	73
a	80	133	70
a	80	136	81
a	80	137	90
a	80	141	58
a	80	144	3
a	80	145	22
a	80	147	77
a	80	153	89
a	80	156	32
a	80	160	9
a	80	164	74
a	80	177	72
a	80	180	76
a	80	192	97
a	80	196	7
a	80	233	74
a	81	3	3
a	81	4	68
a	81	17	52
a	81	20	62
a	81	48	100
a	81	64	42
a	81	67	20
a	81	68	15
a	81	77	40
a	81	104	13
a	81	144	38
a	81	153	95
a	81	169	74
a	81	193	4
a	81	195	54
a	81	198	58
a	81	216	62
a	82	0	47
a	82	2	3
a	82	4	20
a	82	8	38
a	82	11	59
a	82	16	71
a	82	32	53
a	82	80	22
a	82	88	98
a	82	115	65
a	82	128	79
a	82	131	14
a	82	138	12
a	82	139	19
a	82	145	13
a	82	192	98
a	82	193	3
a	83	30	9
a	83	32	84
a	83	40	96
a	83	144	12
a	83	184	72
a	83	198	79
a	84	1	30
a	84	2	19
a	84	5	93
a	84	8	35
a	84	12	10
a	84	16	69
a	84	21	84
a	84	32	38
a	84	33	74
a	84	36	60
a	84	37	69
a	84	56	3
a	84	65	1
a	84	73	35
a	84	77	86
a	84	99	11
a	84	128	81
a	84	129	99
a	84	136	15
a	84	152	34
a	84	154	87
a	84	176	37
a	84	180	37
a	84	193	65
a	84	224	23
a	85	0	88
a	85	8	1
a	85	16	18
a	85	33	37
a	85	49	17
a	85	52	76
a	85	116	93
a	85	130	60
a	85	165	6
a	85	192	94
a	85	210	34
a	86	81	9
a	86	128	40
a	86	130	28
a	86	131	19
a	86	137	88
a	86	144	56
a	86	160	45
a	87	0	59
a	87	1	93
a	87	16	35
a	87	35	86
a	87	241	67
a	88	0	69
a	88	1	33
a	88	5	14
a	88	17	48
a	88	42	45
a	88	45	75
a	88	68	6
a	88	100	21
a	88	137	100
a	88	144	29
a	88	149	84
a	88	193	2
a	88	224	45
a	89	124	43
a	91	128	49
a	92	1	29
a	92	5	4
a	92	128	13
a	92	144	81
a	92	145	69
a	94	6	94
a	96	0	96
a	96	1	35
a	96	3	12
a	96	4	25
a	96	5	35
a	96	8	14
a	96	9	5
a	96	10	32
a	96	13	36
a	96	16	74
a	96	17	97
a	96	28	6
a	96	32	59
a	96	33	46
a	96	36	97
a	96	39	22
a	96	41	52
a	96	47	10
a	96	60	85
a	96	64	12
a	96	65	60
a	96	68	99
a	96	85	96
a	96	99	66
a	96	128	52
a	96	129	82
a	96	130	4
a	96	131	1
a	96	132	85
a	96	135	81
a	96	137	79
a	96	140	8
a	96	141	7
a	96	144	61
a	96	152	77
a	96	160	1
a	96	169	72
a	96	172	13
a	96	192	12
a	96	193	16
a	96	194	96
a	96	195	62
a	96	196	26
a	96	197	81
a	96	200	39
a	96	208	88
a	96	210	86
a	96	213	33
a	96	224	78
a	96	232	75
a	96	241	70
a	97	0	75
a	97	11	58
a	97	16	50
a	97	20	54
a	97	24	86
a	97	32	1
a	97	41	8
a	97	64	49
a	97	68	19
a	97	78	34
a	97	83	47
a	97	88	96
a	97	116	9
a	97	128	91
a	97	130	69
a	97	131	15
a	97	132	1
a	97	137	77
a	97	142	73
a	97	192	52
a	98	0	27
a	98	1	27
a	98	2	3
a	98	4	89
a	98	8	80
a	98	33	71
a	98	38	68
a	98	46	10
a	98	49	10
a	98	64	50
a	98	65	36
a	98	66	66
a	98	80	41
a	98	101	98
a	98	128	92
a	98	129	62
a	98	132	15
a	98	136	25
a	98	137	98
a	98	138	68
a	98	160	30
a	98	162	76
a	98	192	90
a	98	193	84
a	98	195	68
a	98	200	57
a	98	210	28
a	99	0	41
a	99	1	3
a	99	2	28
a	99	4	12
a	99	5	58
a	99	6	31
a	99	14	31
a	99	32	57
a	99	64	98
a	99	70	89
a	99	71	88
a	99	76	41
a	99	97	29
a	99	128	33
a	99	130	52
a	99	160	99
a	99	195	48
a	100	0	54
a	100	1	66
a	100	2	42
a	100	3	32
a	100	4	40
a	100	5	90
a	100	7	33
a	100	8	17
a	100	9	2
a	100	11	30
a	100	12	75
a	100	16	100
a	100	18	73
a	100	24	32
a	100	36	18
a	100	64	15
a	100	65	25
a	100	68	42
a	100	76	42
a	100	81	53
a	100	128	70
a	100	129	58
a	100	130	55
a	100	132	46
a	100	136	26
a	100	137	62
a	100	141	55
a	100	144	31
a	100	152	98
a	100	160	87
a	100	168	13
a	100	192	25
a	100	194	98
a	100	200	8
a	100	201	39
a	100	240	2
a	101	0	64
a	101	1	2
a	101	4	1
a	101	5	25
a	101	12	3
a	101	20	86
a	101	64	30
a	101	68	95
a	101	69	96
a	101	72	62
a	101	130	54
a	101	134	6
a	101	144	45
a	101	145	71
a	101	192	32
a	101	197	93
a	101	200	78
a	102	0	18
a	102	1	74
a	102	64	68
a	102	124	9
a	102	128	1
a	102	134	80
a	102	144	65
a	102	161	85
a	102	163	81
a	103	21	97
a	103	130	95
a	104	0	17
a	104	1	82
a	104	3	80
a	104	5	10
a	104	41	41
a	104	44	98
a	104	64	61
a	104	67	99
a	104	72	65
a	104	76	70
a	104	122	66
a	104	128	82
a	104	129	89
a	104	132	13
a	104	136	96
a	104	164	65
a	104	192	9
a	104	195	70
a	104	197	6
a	104	224	95
a	105	0	62
a	105	1	65
a	105	4	62
a	105	64	44
a	105	128	84
a	105	132	13
a	105	141	73
a	105	192	74
a	105	196	86
a	105	204	40
a	106	0	16
a	106	1	93
a	106	5	55
a	106	64	74
a	106	69	84
a	106	76	51
a	106	98	42
a	106	128	62
a	106	129	82
a	106	132	60
a	106	160	20
a	107	0	75
a	107	132	91
a	107	134	100
a	108	5	52
a	108	32	6
a	108	35	45
a	108	133	84
a	109	4	28
a	109	24	65
a	110	3	79
a	110	48	33
a	110	129	18
a	112	4	47
a	112	8	38
a	112	16	67
a	112	20	5
a	112	36	13
a	112	48	57
a	112	64	31
a	112	65	45
a	112	68	61
a	112	84	5
a	112	144	35
a	112	149	24
a	112	165	80
a	112	192	64
a	112	193	50
a	112	196	47
a	112	208	66
a	113	0	7
a	113	8	6
a	113	41	100
a	113	73	100
a	113	128	34
a	113	130	21
a	113	133	73
a	113	136	13
a	113	137	5
a	113	144	68
a	113	148	77
a	113	160	50
a	113	213	60
a	114	4	50
a	114	128	18
a	114	129	98
a	114	156	34
a	114	196	8
a	114	197	47
a	114	208	18
a	116	4	2
a	116	21	35
a	116	24	86
a	116	50	96
a	116	64	9
a	116	68	50
a	116	147	100
a	116	208	30
a	116	232	88
a	117	48	94
a	117	88	60
a	117	196	1
a	118	0	85
a	118	1	79
a	118	128	70
a	118	130	83
a	118	193	51
a	119	1	41
a	119	2	49
a	120	0	94
a	120	82	59
a	120	132	100
a	120	150	34
a	120	164	58
a	121	136	44
a	124	0	43
a	125	8	90
a	128	0	33
a	128	1	19
a	128	2	47
a	128	3	26
a	128	4	80
a	128	5	76
a	128	6	14
a	128	7	85
a	128	8	44
a	128	9	12
a	128	10	9
a	128	11	92
a	128	12	23
a	128	13	15
a	128	16	95
a	128	17	61
a	128	18	13
a	128	20	39
a	128	22	35
a	128	24	56
a	128	25	58
a	128	28	49
a	128	29	53
a	128	32	62
a	128	33	61
a	128	34	92
a	128	36	76
a	128	37	6
a	128	40	57
a	128	41	20
a	128	42	42
a	128	43	38
a	128	44	91
a	128	48	37
a	128	49	44
a	128	52	53
a	128	53	91
a	128	56	68
a	128	57	56
a	128	64	31
a	128	65	31
a	128	66	37
a	128	68	97
a	128	69	6
a	128	72	30
a	128	73	62
a	128	76	97
a	128	81	14
a	128	84	100
a	128	88	2
a	128	92	73
a	128	97	19
a	128	98	3
a	128	100	33
a	128	106	76
a	128	129	9
a	128	130	45
a	128	131	35
a	128	132	100
a	128	133	33
a	128	135	83
a	128	136	100
a	128	137	2
a	128	138	86
a	128	140	29
a	128	141	39
a	128	142	40
a	128	144	38
a	128	149	7
a	128	156	26
a	128	160	82
a	128	161	62
a	128	162	95
a	128	163	84
a	128	164	40
a	128	165	16
a	128	166	88
a	128	168	36
a	128	192	5
a	128	193	35
a	128	196	47
a	128	197	77
a	128	200	33
a	128	201	56
a	128	216	60
a	128	224	27
a	128	225	26
a	128	227	7
a	128	245	67
a	129	0	57
a	129	1	25
a	129	2	87
a	129	4	11
a	129	5	19
a	129	6	7
a	129	8	38
a	129	9	95
a	129	10	18
a	129	12	50
a	129	13	92
a	129	16	59
a	129	20	21
a	129	24	3
a	129	32	100
a	129	33	1
a	129	34	26
a	129	36	80
a	129	40	60
a	129	42	41
a	129	64	66
a	129	65	82
a	129	66	84
a	129	67	90
a	129	68	77
a	129	72	7
a	129	76	57
a	129	80	10
a	129	92	14
a	129	96	12
a	129	97	14
a	129	102	63
a	129	115	1
a	129	128	78
a	129	130	40
a	129	131	18
a	129	132	69
a	129	136	6
a	129	138	15
a	129	140	49
a	129	141	5
a	129	144	67
a	129	145	24
a	129	148	12
a	129	150	46
a	129	160	91
a	129	161	47
a	129	164	29
a	129	168	11
a	129	170	1
a	129	193	76
a	130	0	1
a	130	1	43
a	130	2	57
a	130	3	74
a	130	4	20
a	130	5	22
a	130	7	95
a	130	8	80
a	130	9	36
a	130	10	66
a	130	11	73
a	130	12	76
a	130	13	25
a	130	15	16
a	130	16	68
a	130	17	96
a	130	18	52
a	130	32	35
a	130	36	38
a	130	37	51
a	130	38	10
a	130	44	73
a	130	61	30
a	130	64	40
a	130	65	2
a	130	67	20
a	130	69	51
a	130	70	25
a	130	72	15
a	130	73	90
a	130	77	65
a	130	78	66
a	130	100	15
a	130	101	44
a	130	128	48
a	130	129	31
a	130	131	15
a	130	132	3
a	130	133	74
a	130	134	84
a	130	136	60
a	130	139	84
a	130	140	41
a	130	156	19
a	130	160	33
a	130	161	62
a	130	166	78
a	131	0	91
a	131	1	97
a	131	2	25
a	131	3	72
a	131	4	99
a	131	5	15
a	131	8	38
a	131	14	91
a	131	16	81
a	131	18	1
a	131	20	20
a	131	32	78
a	131	34	32
a	131	40	79
a	131	42	60
a	131	44	14
a	131	64	68
a	131	68	4
a	131	73	40
a	131	128	41
a	131	129	64
a	131	130	73
a	131	136	57
a	131	140	68
a	131	148	56
a	131	156	4
a	131	160	20
a	131	226	77
a	132	0	21
a	132	1	82
a	132	2	34
a	132	3	40
a	132	4	94
a	132	5	5
a	132	6	2
a	132	7	70
a	132	8	28
a	132	9	57
a	132	12	51
a	132	13	78
a	132	16	51
a	132	17	85
a	132	18	13
a	132	25	64
a	132	32	86
a	132	33	28
a	132	35	57
a	132	36	67
a	132	37	81
a	132	40	89
a	132	41	56
a	132	48	80
a	132	52	66
a	132	56	75
a	132	64	23
a	132	65	43
a	132	66	54
a	132	69	97
a	132	72	53
a	132	76	36
a	132	80	73
a	132	101	57
a	132	104	9
a	132	121	94
a	132	128	3
a	132	129	100
a	132	131	23
a	132	133	94
a	132	136	16
a	132	137	74
a	132	140	8
a	132	144	32
a	132	146	90
a	132	149	29
a	132	153	56
a	132	160	61
a	132	161	54
a	132	162	91
a	132	163	88
a	132	168	21
a	132	169	73
a	132	170	28
a	132	172	80
a	132	192	71
a	132	196	11
a	132	198	93
a	132	200	50
a	132	224	81
a	133	0	29
a	133	1	99
a	133	2	52
a	133	4	70
a	133	5	79
a	133	8	30
a	133	10	62
a	133	12	93
a	133	16	87
a	133	17	41
a	133	32	68
a	133	34	96
a	133	36	33
a	133	40	66
a	133	42	46
a	133	44	36
a	133	48	67
a	133	64	83
a	133	67	97
a	133	68	86
a	133	96	16
a	133	98	16
a	133	100	37
a	133	113	19
a	133	128	8
a	133	129	13
a	133	130	15
a	133	132	80
a	133	136	21
a	133	137	83
a	133	145	62
a	133	148	37
a	133	160	69
a	133	164	78
a	133	192	12
a	133	193	24
a	134	0	30
a	134	1	25
a	134	2	82
a	134	4	4
a	134	5	43
a	134	6	57
a	134	8	40
a	134	9	22
a	134	11	89
a	134	16	15
a	134	17	41
a	134	20	54
a	134	32	52
a	134	35	65
a	134	36	7
a	134	41	47
a	134	64	36
a	134	68	35
a	134	80	29
a	134	96	45
a	134	97	86
a	134	128	46
a	134	129	30
a	134	130	71
a	134	136	35
a	134	137	52
a	134	148	54
a	134	160	48
a	134	192	26
a	134	193	69
a	134	228	82
a	135	0	68
a	135	2	32
a	135	4	50
a	135	5	96
a	135	8	99
a	135	9	69
a	135	12	16
a	135	16	63
a	135	36	18
a	135	41	50
a	135	64	91
a	135	70	8
a	135	85	95
a	135	132	79
a	135	138	28
a	136	0	14
a	136	1	14
a	136	2	94
a	136	4	68
a	136	8	28
a	136	12	67
a	136	13	3
a	136	14	25
a	136	16	12
a	136	17	66
a	136	32	72
a	136	33	34
a	136	39	30
a	136	40	93
a	136	46	16
a	136	64	46
a	136	74	69
a	136	97	9
a	136	102	72
a	136	128	37
a	136	129	73
a	136	132	67
a	136	137	95
a	136	138	18
a	136	160	26
a	136	172	19
a	136	238	27
a	137	0	16
a	137	1	40
a	137	4	78
a	137	16	14
a	137	36	96
a	137	40	76
a	137	116	53
a	137	128	18
a	137	130	90
a	137	134	37
a	137	136	26
a	137	138	55
a	137	152	88
a	137	154	10
a	137	161	51
a	138	0	38
a	138	1	7
a	138	8	35
a	138	10	64
a	138	25	91
a	138	26	15
a	138	32	74
a	138	44	40
a	138	48	18
a	138	64	69
a	138	65	89
a	138	68	75
a	138	72	15
a	138	96	71
a	138	128	37
a	138	129	94
a	138	133	80
a	138	145	32
a	138	160	1
a	138	168	99
a	138	182	91
a	139	4	64
a	139	5	98
a	139	6	91
a	139	26	84
a	139	66	58
a	139	128	5
a	140	0	77
a	140	1	70
a	140	2	9
a	140	4	28
a	140	5	73
a	140	8	16
a	140	10	8
a	140	18	21
a	140	20	65
a	140	32	31
a	140	36	57
a	140	41	85
a	140	76	19
a	140	128	23
a	140	129	47
a	140	132	91
a	140	137	63
a	140	160	59
a	140	192	14
a	141	0	27
a	141	3	34
a	141	33	53
a	141	74	35
a	141	128	62
a	141	136	35
a	141	148	9
a	142	0	94
a	142	1	19
a	142	2	16
a	142	32	88
a	142	128	88
a	143	0	83
a	143	1	21
a	144	0	76
a	144	1	96
a	144	2	57
a	144	3	5
a	144	4	42
a	144	5	60
a	144	8	79
a	144	9	9
a	144	13	53
a	144	16	20
a	144	17	81
a	144	18	65
a	144	20	21
a	144	21	63
a	144	23	4
a	144	24	24
a	144	29	86
a	144	32	60
a	144	48	53
a	144	58	95
a	144	64	37
a	144	65	7
a	144	80	35
a	144	89	73
a	144	128	64
a	144	129	88
a	144	132	61
a	144	146	81
a	144	148	2
a	144	153	12
a	144	154	32
a	144	160	32
a	144	161	65
a	144	164	99
a	144	170	85
a	144	192	86
a	145	0	32
a	145	3	37
a	145	4	10
a	145	5	91
a	145	6	67
a	145	12	55
a	145	16	67
a	145	18	58
a	145	20	93
a	145	24	93
a	145	32	91
a	145	34	52
a	145	38	88
a	145	40	57
a	145	64	30
a	145	85	62
a	145	88	75
a	145	89	83
a	145	112	9
a	145	130	77
a	145	132	51
a	145	153	47
a	145	161	40
a	145	196	93
a	146	1	18
a	146	9	14
a	146	11	52
a	146	16	69
a	146	22	30
a	146	32	32
a	146	37	21
a	146	43	76
a	146	68	18
a	146	86	1
a	146	128	53
a	146	138	47
a	146	145	54
a	146	176	84
a	146	181	2
a	146	196	43
a	147	21	7
a	147	36	96
a	147	70	57
a	147	76	98
a	147	157	89
a	147	158	25
a	147	180	27
a	147	243	77
a	148	0	56
a	148	1	50
a	148	3	12
a	148	4	23
a	148	7	68
a	148	8	11
a	148	16	29
a	148	17	61
a	148	25	45
a	148	36	1
a	148	48	86
a	148	52	29
a	148	57	25
a	148	65	49
a	148	66	97
a	148	69	71
a	148	129	80
a	148	130	1
a	148	144	89
a	148	165	26
a	148	208	59
a	148	209	97
a	149	1	39
a	149	17	55
a	149	21	44
a	149	28	58
a	149	32	81
a	149	37	79
a	149	52	12
a	149	64	16
a	149	80	8
a	149	132	50
a	149	156	53
a	149	161	17
a	150	0	7
a	150	3	36
a	150	5	74
a	150	131	23
a	150	133	60
a	150	166	51
a	151	0	33
a	151	70	31
a	152	0	82
a	152	3	26
a	152	20	44
a	152	33	72
a	152	64	72
a	152	68	24
a	152	112	18
a	153	0	37
a	153	36	42
a	156	0	23
a	156	1	92
a	156	16	23
a	156	17	53
a	156	128	58
a	157	64	98
a	158	6	45
a	158	67	48
a	158	146	33
a	160	0	15
a	160	1	53
a	160	2	24
a	160	3	13
a	160	4	86
a	160	5	12
a	160	6	75
a	160	7	79
a	160	8	29
a	160	9	97
a	160	10	52
a	160	12	93
a	160	13	92
a	160	16	50
a	160	17	30
a	160	19	83
a	160	21	73
a	160	22	26
a	160	32	59
a	160	35	82
a	160	36	9
a	160	37	29
a	160	38	71
a	160	40	42
a	160	44	95
a	160	48	58
a	160	54	77
a	160	61	81
a	160	64	51
a	160	65	14
a	160	68	85
a	160	74	3
a	160	76	54
a	160	81	34
a	160	96	51
a	160	128	97
a	160	129	59
a	160	130	15
a	160	131	27
a	160	132	65
a	160	133	25
a	160	134	47
a	160	136	50
a	160	137	79
a	160	138	72
a	160	140	23
a	160	141	91
a	160	144	68
a	160	146	34
a	160	152	74
a	160	153	29
a	160	161	57
a	160	163	47
a	160	168	53
a	160	176	81
a	160	192	68
a	160	193	42
a	160	194	69
a	160	196	3
a	160	204	43
a	160	208	61
a	161	0	5
a	161	1	93
a	161	2	50
a	161	4	11
a	161	5	21
a	161	6	90
a	161	8	26
a	161	9	92
a	161	12	93
a	161	16	56
a	161	20	81
a	161	24	86
a	161	32	58
a	161	34	57
a	161	40	91
a	161	48	43
a	161	64	33
a	161	65	40
a	161	66	25
a	161	68	45
